task_id,task,complexity,tool_sequence,tool_transitions,tokens_per_tool,latency_per_tool,total_tokens,n_tool_calls,success
65,"Read sales data files, query targets from database, run code to calculate variance, embed the findin",medium,"[""filesystem_read_file"", ""filesystem_read_file"", ""database_query_db"", ""database_query_db"", ""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_search_index"", ""analytics_generate_report"", ""email_send_email""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""]]","{""filesystem_read_file"": 462, ""database_query_db"": 462, ""code_run_code"": 1148, ""code_get_output"": 1198, ""vector_embed_query"": 1278, ""vector_search_index"": 1355, ""analytics_generate_report"": 1478, ""email_send_email"": 1612}","{""filesystem_read_file"": 5534.6999168396, ""database_query_db"": 5534.6999168396, ""code_run_code"": 1973.832368850708, ""code_get_output"": 808.3634376525879, ""vector_embed_query"": 967.782735824585, ""vector_search_index"": 827.6941776275635, ""analytics_generate_report"": 1736.9329929351807, ""email_send_email"": 2170.502185821533}",10796,10,True
66,"Search for ML best practices, fetch paper URLs, run code to extract key metrics, store in database, ",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""database_insert_record"", ""vector_embed_query"", ""analytics_run_analysis"", ""analytics_generate_report"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""database_insert_record""], [""database_insert_record"", ""vector_embed_query""], [""vector_embed_query"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""calendar_create_event""]]","{""websearch_search_web"": 826, ""websearch_fetch_url"": 990, ""code_run_code"": 1323, ""code_get_output"": 1373, ""database_insert_record"": 1448, ""vector_embed_query"": 1503, ""analytics_run_analysis"": 1579, ""analytics_generate_report"": 1670, ""calendar_create_event"": 1748}","{""websearch_search_web"": 698.0211734771729, ""websearch_fetch_url"": 8727.222681045532, ""code_run_code"": 3472.435235977173, ""code_get_output"": 665.6363010406494, ""database_insert_record"": 924.9780178070068, ""vector_embed_query"": 2625.4873275756836, ""analytics_run_analysis"": 898.1142044067383, ""analytics_generate_report"": 1086.7433547973633, ""calendar_create_event"": 1081.1641216278076}",14559,13,True
67,"Read inbox for client requests, embed request text, search vector index for similar past projects, q",medium,"[""email_read_inbox"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""database_query_db"", ""calendar_create_event"", ""calendar_create_event"", ""analytics_generate_report""]","[[""email_read_inbox"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""database_query_db""], [""database_query_db"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""analytics_generate_report""]]","{""email_read_inbox"": 828, ""vector_embed_query"": 963, ""vector_search_index"": 642, ""database_query_db"": 214, ""calendar_create_event"": 428, ""analytics_generate_report"": 1617}","{""email_read_inbox"": 1022.9849815368652, ""vector_embed_query"": 5356.872797012329, ""vector_search_index"": 11004.743814468384, ""database_query_db"": 3668.247938156128, ""calendar_create_event"": 7336.495876312256, ""analytics_generate_report"": 3085.5464935302734}",6619,11,True
68,"Fetch API documentation from web, run code to test endpoints, store test results in database, genera",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""database_insert_record"", ""database_insert_record"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""database_insert_record""], [""database_insert_record"", ""database_insert_record""], [""database_insert_record"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 820, ""websearch_fetch_url"": 873, ""code_run_code"": 1011, ""code_get_output"": 1061, ""database_insert_record"": 818, ""analytics_run_analysis"": 409, ""analytics_generate_report"": 1355, ""email_send_email"": 746, ""calendar_create_event"": 746}","{""websearch_search_web"": 775.0043869018555, ""websearch_fetch_url"": 938.3375644683838, ""code_run_code"": 1837.7575874328613, ""code_get_output"": 706.0976028442383, ""database_insert_record"": 3858.44087600708, ""analytics_run_analysis"": 1929.22043800354, ""analytics_generate_report"": 1251.4853477478027, ""email_send_email"": 1684.4549179077148, ""calendar_create_event"": 1684.4549179077148}",9564,10,True
69,"Query the experiments database, run code to compare model performance, embed results for search, gen",medium,"[""database_query_db"", ""code_run_code"", ""analytics_generate_report"", ""calendar_create_event"", ""code_get_output"", ""vector_embed_query"", ""email_send_email""]","[[""database_query_db"", ""code_run_code""], [""code_run_code"", ""analytics_generate_report""], [""analytics_generate_report"", ""calendar_create_event""], [""calendar_create_event"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""email_send_email""]]","{""database_query_db"": 257, ""code_run_code"": 257, ""analytics_generate_report"": 257, ""calendar_create_event"": 257, ""code_get_output"": 432, ""vector_embed_query"": 432, ""email_send_email"": 432}","{""database_query_db"": 4739.9022579193115, ""code_run_code"": 4739.9022579193115, ""analytics_generate_report"": 4739.9022579193115, ""calendar_create_event"": 4739.9022579193115, ""code_get_output"": 2098.0470180511475, ""vector_embed_query"": 2098.0470180511475, ""email_send_email"": 2098.0470180511475}",3921,7,True
70,"Read configuration files, run code to validate settings, search vector index for known issues, query",medium,"[""filesystem_read_file"", ""filesystem_read_file"", ""database_query_db"", ""code_run_code"", ""vector_search_index"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""database_query_db""], [""database_query_db"", ""code_run_code""], [""code_run_code"", ""vector_search_index""], [""vector_search_index"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""filesystem_read_file"": 594, ""database_query_db"": 297, ""code_run_code"": 1123, ""vector_search_index"": 627, ""analytics_run_analysis"": 627, ""analytics_generate_report"": 511, ""email_send_email"": 511, ""calendar_create_event"": 511}","{""filesystem_read_file"": 2702.348232269287, ""database_query_db"": 1351.1741161346436, ""code_run_code"": 2551.71537399292, ""vector_search_index"": 1922.6710796356201, ""analytics_run_analysis"": 1922.6710796356201, ""analytics_generate_report"": 3394.052505493164, ""email_send_email"": 3394.052505493164, ""calendar_create_event"": 3394.052505493164}",6673,9,True
71,"Research quantum computing frameworks online, run code to benchmark them, store results in the datab",medium,"[""websearch_search_web"", ""code_run_code"", ""code_get_output"", ""database_insert_record"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""database_insert_record""], [""database_insert_record"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 828, ""code_run_code"": 1044, ""code_get_output"": 1094, ""database_insert_record"": 616, ""analytics_run_analysis"": 616, ""analytics_generate_report"": 1349, ""email_send_email"": 753, ""calendar_create_event"": 753}","{""websearch_search_web"": 741.0182952880859, ""code_run_code"": 3596.317768096924, ""code_get_output"": 907.7153205871582, ""database_insert_record"": 2014.9786472320557, ""analytics_run_analysis"": 2014.9786472320557, ""analytics_generate_report"": 1406.4955711364746, ""email_send_email"": 1924.342155456543, ""calendar_create_event"": 1924.342155456543}",8830,8,True
72,"Read inbox for customer feedback, embed feedback text for vector search, query similar past issues f",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web"", ""analytics_run_analysis"", ""database_query_db"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""analytics_generate_report"", ""calendar_create_event""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""], [""websearch_search_web"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_query_db""], [""database_query_db"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""analytics_generate_report""], [""analytics_generate_report"", ""calendar_create_event""]]","{""email_read_inbox"": 3678, ""websearch_search_web"": 1068, ""analytics_run_analysis"": 1157, ""database_query_db"": 1238, ""vector_embed_query"": 1377, ""analytics_generate_report"": 794, ""calendar_create_event"": 794}","{""email_read_inbox"": 3718.214750289917, ""websearch_search_web"": 2362.2560501098633, ""analytics_run_analysis"": 1103.3875942230225, ""database_query_db"": 1125.3304481506348, ""vector_embed_query"": 5410.705804824829, ""analytics_generate_report"": 1772.1238136291504, ""calendar_create_event"": 1772.1238136291504}",12071,12,True
73,"Fetch competitor pricing data from the web, run code to compare with our database pricing, insert fi",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""database_query_db"", ""code_run_code"", ""database_insert_record"", ""analytics_generate_report"", ""calendar_create_event"", ""email_send_email""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""database_query_db""], [""database_query_db"", ""code_run_code""], [""code_run_code"", ""database_insert_record""], [""database_insert_record"", ""analytics_generate_report""], [""analytics_generate_report"", ""calendar_create_event""], [""calendar_create_event"", ""email_send_email""]]","{""websearch_search_web"": 825, ""websearch_fetch_url"": 883, ""database_query_db"": 948, ""code_run_code"": 1108, ""database_insert_record"": 1187, ""analytics_generate_report"": 1257, ""calendar_create_event"": 1339, ""email_send_email"": 1492}","{""websearch_search_web"": 728.4877300262451, ""websearch_fetch_url"": 917.1271324157715, ""database_query_db"": 5962.584495544434, ""code_run_code"": 1870.561122894287, ""database_insert_record"": 1022.1676826477051, ""analytics_generate_report"": 1010.6766223907471, ""calendar_create_event"": 1069.1051483154297, ""email_send_email"": 2201.2853622436523}",10710,8,True
74,"Search for security vulnerabilities, read current policy files, embed policy text, search vector ind",medium,"[""websearch_search_web"", ""filesystem_read_file"", ""vector_embed_query"", ""database_query_db"", ""code_run_code"", ""code_get_output"", ""filesystem_write_file""]","[[""websearch_search_web"", ""filesystem_read_file""], [""filesystem_read_file"", ""vector_embed_query""], [""vector_embed_query"", ""database_query_db""], [""database_query_db"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""filesystem_write_file""]]","{""websearch_search_web"": 187, ""filesystem_read_file"": 187, ""vector_embed_query"": 187, ""database_query_db"": 187, ""code_run_code"": 187, ""code_get_output"": 570, ""filesystem_write_file"": 570}","{""websearch_search_web"": 2921.128749847412, ""filesystem_read_file"": 2921.128749847412, ""vector_embed_query"": 2921.128749847412, ""database_query_db"": 2921.128749847412, ""code_run_code"": 2921.128749847412, ""code_get_output"": 1382.0924758911133, ""filesystem_write_file"": 1382.0924758911133}",3489,7,True
75,"Read sales data files, query targets from database, run code to calculate variance, embed the findin",medium,"[""filesystem_read_file"", ""database_query_db"", ""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_search_index"", ""analytics_generate_report"", ""email_send_email""]","[[""filesystem_read_file"", ""database_query_db""], [""database_query_db"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""]]","{""filesystem_read_file"": 307, ""database_query_db"": 307, ""code_run_code"": 307, ""code_get_output"": 535, ""vector_embed_query"": 535, ""vector_search_index"": 1177, ""analytics_generate_report"": 1272, ""email_send_email"": 1368}","{""filesystem_read_file"": 2380.3439140319824, ""database_query_db"": 2380.3439140319824, ""code_run_code"": 2380.3439140319824, ""code_get_output"": 1224.1458892822266, ""vector_embed_query"": 1224.1458892822266, ""vector_search_index"": 1016.6046619415283, ""analytics_generate_report"": 1317.6031112670898, ""email_send_email"": 2143.5656547546387}",7418,8,True
76,"Search for ML best practices, fetch paper URLs, run code to extract key metrics, store in database, ",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""database_insert_record"", ""vector_embed_query"", ""analytics_run_analysis"", ""analytics_generate_report"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""database_insert_record""], [""database_insert_record"", ""vector_embed_query""], [""vector_embed_query"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""calendar_create_event""]]","{""websearch_search_web"": 826, ""websearch_fetch_url"": 985, ""code_run_code"": 1191, ""code_get_output"": 1241, ""database_insert_record"": 1310, ""vector_embed_query"": 1372, ""analytics_run_analysis"": 1440, ""analytics_generate_report"": 1524, ""calendar_create_event"": 1603}","{""websearch_search_web"": 728.2810211181641, ""websearch_fetch_url"": 8139.932155609131, ""code_run_code"": 1361.0734939575195, ""code_get_output"": 757.5075626373291, ""database_insert_record"": 790.1935577392578, ""vector_embed_query"": 1102.4515628814697, ""analytics_run_analysis"": 1121.781587600708, ""analytics_generate_report"": 1131.591558456421, ""calendar_create_event"": 1244.7984218597412}",13344,13,True
77,"Read inbox for client requests, embed request text, search vector index for similar past projects, q",medium,"[""email_read_inbox"", ""vector_embed_query"", ""database_query_db"", ""calendar_create_event"", ""vector_search_index"", ""analytics_generate_report""]","[[""email_read_inbox"", ""vector_embed_query""], [""vector_embed_query"", ""database_query_db""], [""database_query_db"", ""calendar_create_event""], [""calendar_create_event"", ""vector_search_index""], [""vector_search_index"", ""analytics_generate_report""]]","{""email_read_inbox"": 828, ""vector_embed_query"": 329, ""database_query_db"": 329, ""calendar_create_event"": 329, ""vector_search_index"": 1126, ""analytics_generate_report"": 1288}","{""email_read_inbox"": 887.1543407440186, ""vector_embed_query"": 2998.3484745025635, ""database_query_db"": 2998.3484745025635, ""calendar_create_event"": 2998.3484745025635, ""vector_search_index"": 1146.474838256836, ""analytics_generate_report"": 2011.3136768341064}",5774,6,True
78,"Fetch API documentation from web, run code to test endpoints, store test results in database, genera",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""database_insert_record"", ""database_insert_record"", ""database_insert_record"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""database_insert_record""], [""database_insert_record"", ""database_insert_record""], [""database_insert_record"", ""database_insert_record""], [""database_insert_record"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 820, ""websearch_fetch_url"": 910, ""code_run_code"": 1098, ""code_get_output"": 1148, ""database_insert_record"": 3897, ""analytics_generate_report"": 1435, ""email_send_email"": 795, ""calendar_create_event"": 795}","{""websearch_search_web"": 722.9270935058594, ""websearch_fetch_url"": 2042.0632362365723, ""code_run_code"": 2290.5735969543457, ""code_get_output"": 799.8769283294678, ""database_insert_record"": 3063.645362854004, ""analytics_generate_report"": 1464.5583629608154, ""email_send_email"": 2035.454273223877, ""calendar_create_event"": 2035.454273223877}",12782,11,True
79,"Query the experiments database, run code to compare model performance, embed results for search, gen",medium,"[""database_query_db"", ""calendar_list_events"", ""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event"", ""calendar_create_event""]","[[""database_query_db"", ""calendar_list_events""], [""calendar_list_events"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""database_query_db"": 445, ""calendar_list_events"": 445, ""code_run_code"": 1140, ""code_get_output"": 629, ""vector_embed_query"": 629, ""analytics_generate_report"": 747, ""email_send_email"": 747, ""calendar_create_event"": 1664}","{""database_query_db"": 2029.236078262329, ""calendar_list_events"": 2029.236078262329, ""code_run_code"": 3505.733013153076, ""code_get_output"": 1539.7965908050537, ""vector_embed_query"": 1539.7965908050537, ""analytics_generate_report"": 2640.8493518829346, ""email_send_email"": 2640.8493518829346, ""calendar_create_event"": 3719.547748565674}",8456,9,True
80,"Read configuration files, run code to validate settings, search vector index for known issues, query",medium,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""code_run_code"", ""vector_search_index"", ""database_query_db"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""code_run_code""], [""code_run_code"", ""vector_search_index""], [""vector_search_index"", ""database_query_db""], [""database_query_db"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""filesystem_read_file"": 879, ""code_run_code"": 1093, ""vector_search_index"": 602, ""database_query_db"": 602, ""analytics_generate_report"": 484, ""email_send_email"": 484, ""calendar_create_event"": 484}","{""filesystem_read_file"": 5686.683654785156, ""code_run_code"": 2033.0398082733154, ""vector_search_index"": 1452.9194831848145, ""database_query_db"": 1452.9194831848145, ""analytics_generate_report"": 3581.475019454956, ""email_send_email"": 3581.475019454956, ""calendar_create_event"": 3581.475019454956}",6398,9,True
81,"Research quantum computing frameworks online, run code to benchmark them, store results in the datab",medium,"[""websearch_search_web"", ""code_run_code"", ""code_get_output"", ""database_insert_record"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""database_insert_record""], [""database_insert_record"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 828, ""code_run_code"": 1011, ""code_get_output"": 1061, ""database_insert_record"": 1147, ""analytics_run_analysis"": 1222, ""analytics_generate_report"": 1308, ""email_send_email"": 752, ""calendar_create_event"": 752}","{""websearch_search_web"": 842.3213958740234, ""code_run_code"": 2094.7999954223633, ""code_get_output"": 807.823657989502, ""database_insert_record"": 890.2649879455566, ""analytics_run_analysis"": 1372.225284576416, ""analytics_generate_report"": 937.0517730712891, ""email_send_email"": 2391.2177085876465, ""calendar_create_event"": 2391.2177085876465}",9869,8,True
82,"Read inbox for customer feedback, embed feedback text for vector search, query similar past issues f",medium,"[""email_read_inbox"", ""database_query_db"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""analytics_run_analysis"", ""calendar_create_event""]","[[""email_read_inbox"", ""database_query_db""], [""database_query_db"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""calendar_create_event""]]","{""email_read_inbox"": 438, ""database_query_db"": 438, ""vector_embed_query"": 1062, ""analytics_run_analysis"": 670, ""calendar_create_event"": 670}","{""email_read_inbox"": 1746.0463047027588, ""database_query_db"": 1746.0463047027588, ""vector_embed_query"": 5501.086235046387, ""analytics_run_analysis"": 2451.5035152435303, ""calendar_create_event"": 2451.5035152435303}",4971,7,True
83,"Fetch competitor pricing data from the web, run code to compare with our database pricing, insert fi",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""database_query_db"", ""code_run_code"", ""code_get_output"", ""database_insert_record"", ""analytics_generate_report"", ""calendar_create_event"", ""email_send_email""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""database_query_db""], [""database_query_db"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""database_insert_record""], [""database_insert_record"", ""analytics_generate_report""], [""analytics_generate_report"", ""calendar_create_event""], [""calendar_create_event"", ""email_send_email""]]","{""websearch_search_web"": 825, ""websearch_fetch_url"": 882, ""database_query_db"": 948, ""code_run_code"": 1157, ""code_get_output"": 1207, ""database_insert_record"": 463, ""analytics_generate_report"": 463, ""calendar_create_event"": 463, ""email_send_email"": 1569}","{""websearch_search_web"": 757.1568489074707, ""websearch_fetch_url"": 1086.6062641143799, ""database_query_db"": 899.8045921325684, ""code_run_code"": 3552.452564239502, ""code_get_output"": 856.0030460357666, ""database_insert_record"": 2967.26131439209, ""analytics_generate_report"": 2967.26131439209, ""calendar_create_event"": 2967.26131439209, ""email_send_email"": 2709.4995975494385}",9720,9,True
84,"Search for security vulnerabilities, read current policy files, embed policy text, search vector ind",medium,"[""websearch_search_web"", ""filesystem_read_file"", ""vector_embed_query"", ""vector_search_index"", ""database_query_db"", ""code_run_code"", ""code_get_output"", ""filesystem_write_file""]","[[""websearch_search_web"", ""filesystem_read_file""], [""filesystem_read_file"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""database_query_db""], [""database_query_db"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""filesystem_write_file""]]","{""websearch_search_web"": 295, ""filesystem_read_file"": 295, ""vector_embed_query"": 295, ""vector_search_index"": 394, ""database_query_db"": 394, ""code_run_code"": 394, ""code_get_output"": 714, ""filesystem_write_file"": 714}","{""websearch_search_web"": 1808.1128597259521, ""filesystem_read_file"": 1808.1128597259521, ""vector_embed_query"": 1808.1128597259521, ""vector_search_index"": 2900.9509086608887, ""database_query_db"": 2900.9509086608887, ""code_run_code"": 2900.9509086608887, ""code_get_output"": 6965.731859207153, ""filesystem_write_file"": 6965.731859207153}",5253,8,True
85,"Read sales data files, query targets from database, run code to calculate variance, embed the findin",medium,"[""filesystem_read_file"", ""filesystem_read_file"", ""database_query_db"", ""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_search_index"", ""analytics_generate_report"", ""email_send_email""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""database_query_db""], [""database_query_db"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""]]","{""filesystem_read_file"": 596, ""database_query_db"": 298, ""code_run_code"": 1080, ""code_get_output"": 1130, ""vector_embed_query"": 1200, ""vector_search_index"": 1279, ""analytics_generate_report"": 1398, ""email_send_email"": 1590}","{""filesystem_read_file"": 3304.0223121643066, ""database_query_db"": 1652.0111560821533, ""code_run_code"": 2046.950340270996, ""code_get_output"": 1122.5645542144775, ""vector_embed_query"": 913.905143737793, ""vector_search_index"": 811.4709854125977, ""analytics_generate_report"": 1337.1155261993408, ""email_send_email"": 2542.8459644317627}",10384,9,True
86,"Search for ML best practices, fetch paper URLs, run code to extract key metrics, store in database, ",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""database_insert_record"", ""vector_embed_query"", ""analytics_run_analysis"", ""analytics_generate_report"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""database_insert_record""], [""database_insert_record"", ""vector_embed_query""], [""vector_embed_query"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""calendar_create_event""]]","{""websearch_search_web"": 827, ""websearch_fetch_url"": 936, ""code_run_code"": 1182, ""database_insert_record"": 1243, ""vector_embed_query"": 1295, ""analytics_run_analysis"": 1361, ""analytics_generate_report"": 1454, ""calendar_create_event"": 1531}","{""websearch_search_web"": 703.1989097595215, ""websearch_fetch_url"": 4312.5128746032715, ""code_run_code"": 2129.828453063965, ""database_insert_record"": 849.2498397827148, ""vector_embed_query"": 1676.4869689941406, ""analytics_run_analysis"": 842.562198638916, ""analytics_generate_report"": 1166.7933464050293, ""calendar_create_event"": 1415.5733585357666}",11516,10,True
87,"Read inbox for client requests, embed request text, search vector index for similar past projects, q",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web"", ""websearch_search_web"", ""analytics_run_analysis"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""database_query_db"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""analytics_generate_report""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""database_query_db""], [""database_query_db"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""analytics_generate_report""]]","{""email_read_inbox"": 2667, ""websearch_search_web"": 2066, ""analytics_run_analysis"": 1156, ""vector_embed_query"": 1299, ""vector_search_index"": 1521, ""database_query_db"": 1664, ""calendar_create_event"": 1854, ""analytics_generate_report"": 2019}","{""email_read_inbox"": 2970.7205295562744, ""websearch_search_web"": 1423.8040447235107, ""analytics_run_analysis"": 2261.0371112823486, ""vector_embed_query"": 7184.2639446258545, ""vector_search_index"": 13842.613935470581, ""database_query_db"": 3403.756856918335, ""calendar_create_event"": 11082.329034805298, ""analytics_generate_report"": 1112.6229763031006}",16667,17,True
