task_id,task,complexity,tool_sequence,tool_transitions,tokens_per_tool,latency_per_tool,total_tokens,n_tool_calls,success
58,"Embed a set of research paper abstracts, search the vector index for related prior work, and run cod",medium,"[""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""code_run_code"", ""code_get_output""]","[[""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""code_run_code""], [""code_run_code"", ""code_get_output""]]","{""vector_embed_query"": 951, ""vector_search_index"": 1167, ""code_run_code"": 1517, ""code_get_output"": 1567}","{""vector_embed_query"": 15851.934671401978, ""vector_search_index"": 11033.219575881958, ""code_run_code"": 5558.025121688843, ""code_get_output"": 998.0995655059814}",6957,8,True
59,Research quantum computing frameworks online and send a summary email to the team with a calendar in,medium,"[""websearch_search_web"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 814, ""analytics_run_analysis"": 1164, ""analytics_generate_report"": 1518, ""email_send_email"": 1969, ""calendar_create_event"": 2052}","{""websearch_search_web"": 1010.2510452270508, ""analytics_run_analysis"": 6263.756513595581, ""analytics_generate_report"": 5890.170574188232, ""email_send_email"": 7561.098337173462, ""calendar_create_event"": 1254.7149658203125}",9679,5,True
60,"Run code to extract features from a dataset, embed the feature vectors, and search the vector index ",medium,"[""code_run_code"", ""code_get_output"", ""filesystem_read_file"", ""vector_embed_query"", ""vector_search_index""]","[[""code_run_code"", ""code_get_output""], [""code_get_output"", ""filesystem_read_file""], [""filesystem_read_file"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""]]","{""code_run_code"": 1014, ""code_get_output"": 1064, ""filesystem_read_file"": 1123, ""vector_embed_query"": 1184, ""vector_search_index"": 1263}","{""code_run_code"": 4275.189638137817, ""code_get_output"": 1039.2529964447021, ""filesystem_read_file"": 906.9294929504395, ""vector_embed_query"": 1170.2601909637451, ""vector_search_index"": 1467.5960540771484}",7148,5,True
61,"Run a benchmarking script comparing embedding models, embed a validation set with each model, and se",medium,"[""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_embed_query"", ""vector_search_index"", ""vector_search_index""]","[[""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""]]","{""code_run_code"": 1034, ""code_get_output"": 1084, ""vector_embed_query"": 3778, ""vector_search_index"": 2360}","{""code_run_code"": 4079.8256397247314, ""code_get_output"": 836.249589920044, ""vector_embed_query"": 23755.096197128296, ""vector_search_index"": 11577.37112045288}",10979,6,True
62,Read configuration files and email the security team with a summary of settings,medium,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""analytics_run_analysis"", ""email_send_email""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""email_send_email""]]","{""filesystem_read_file"": 2562, ""analytics_run_analysis"": 966, ""email_send_email"": 1128}","{""filesystem_read_file"": 3924.100399017334, ""analytics_run_analysis"": 1226.762056350708, ""email_send_email"": 6418.726205825806}",5847,5,True
63,"Embed a batch of support tickets, run code to compute resolution-time correlations, and search the v",medium,"[""filesystem_read_file"", ""vector_embed_query"", ""code_run_code"", ""vector_search_index""]","[[""filesystem_read_file"", ""vector_embed_query""], [""vector_embed_query"", ""code_run_code""], [""code_run_code"", ""vector_search_index""]]","{""filesystem_read_file"": 818, ""vector_embed_query"": 341, ""code_run_code"": 341, ""vector_search_index"": 341}","{""filesystem_read_file"": 3672.7139949798584, ""vector_embed_query"": 4469.925403594971, ""code_run_code"": 4469.925403594971, ""vector_search_index"": 4469.925403594971}",3095,4,True
64,"Run a benchmarking script comparing embedding models, embed a validation set with each model, and se",medium,"[""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_embed_query"", ""vector_search_index"", ""vector_search_index""]","[[""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""]]","{""code_run_code"": 1099, ""code_get_output"": 1149, ""vector_embed_query"": 2524, ""vector_search_index"": 1416}","{""code_run_code"": 4739.794015884399, ""code_get_output"": 803.9488792419434, ""vector_embed_query"": 2001.5130043029785, ""vector_search_index"": 3476.039409637451}",7929,6,True
65,Search for ML best practices online and fetch two paper URLs for the reading list,medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""]]","{""websearch_search_web"": 807, ""websearch_fetch_url"": 912}","{""websearch_search_web"": 1022.8991508483887, ""websearch_fetch_url"": 4237.165451049805}",2801,3,True
66,"Run a benchmarking script comparing embedding models, embed a validation set with each model, and se",medium,"[""code_run_code"", ""filesystem_read_file"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index""]","[[""code_run_code"", ""filesystem_read_file""], [""filesystem_read_file"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""]]","{""code_run_code"": 1102, ""filesystem_read_file"": 1154, ""vector_embed_query"": 1476, ""vector_search_index"": 3841}","{""code_run_code"": 5673.187971115112, ""filesystem_read_file"": 1026.0767936706543, ""vector_embed_query"": 65468.828201293945, ""vector_search_index"": 7811.005353927612}",10060,18,True
67,"Run a benchmarking script comparing embedding models, embed a validation set with each model, and se",medium,"[""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index""]","[[""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""]]","{""code_run_code"": 1066, ""code_get_output"": 1116, ""vector_embed_query"": 1242, ""vector_search_index"": 1443}","{""code_run_code"": 4916.119337081909, ""code_get_output"": 880.7060718536377, ""vector_embed_query"": 4886.129379272461, ""vector_search_index"": 6570.760488510132}",6747,8,True
68,"Run code to extract features from a dataset, embed the feature vectors, and search the vector index ",medium,"[""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_search_index""]","[[""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""]]","{""code_run_code"": 940, ""code_get_output"": 990, ""vector_embed_query"": 1055, ""vector_search_index"": 1112}","{""code_run_code"": 2980.236053466797, ""code_get_output"": 960.296630859375, ""vector_embed_query"": 919.2173480987549, ""vector_search_index"": 1027.6978015899658}",5355,4,True
69,Fetch competitor pricing data from the web and email stakeholders with a meeting invite,medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 805, ""websearch_fetch_url"": 862, ""email_send_email"": 1008, ""calendar_create_event"": 1094}","{""websearch_search_web"": 976.6736030578613, ""websearch_fetch_url"": 991.2142753601074, ""email_send_email"": 2592.872381210327, ""calendar_create_event"": 1549.5421886444092}",5011,4,True
70,"Embed a set of research paper abstracts, search the vector index for related prior work, and run cod",medium,"[""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""code_run_code"", ""code_get_output""]","[[""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""code_run_code""], [""code_run_code"", ""code_get_output""]]","{""vector_embed_query"": 2986, ""vector_search_index"": 1430, ""code_run_code"": 1898, ""code_get_output"": 1948}","{""vector_embed_query"": 25940.70315361023, ""vector_search_index"": 22167.97709465027, ""code_run_code"": 6009.264945983887, ""code_get_output"": 926.8040657043457}",10500,12,True
71,"Run code to generate synthetic test queries, embed each query, and search the vector index to valida",medium,"[""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_search_index""]","[[""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""]]","{""code_run_code"": 907, ""code_get_output"": 957, ""vector_embed_query"": 1022, ""vector_search_index"": 1092}","{""code_run_code"": 2397.059440612793, ""code_get_output"": 1057.7449798583984, ""vector_embed_query"": 1128.1187534332275, ""vector_search_index"": 1175.2252578735352}",5196,4,True
72,Fetch competitor pricing data from the web and email stakeholders with a meeting invite,medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""calendar_create_event"", ""email_send_email""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""calendar_create_event""], [""calendar_create_event"", ""email_send_email""]]","{""websearch_search_web"": 805, ""websearch_fetch_url"": 930, ""calendar_create_event"": 1084, ""email_send_email"": 1328}","{""websearch_search_web"": 1131.0834884643555, ""websearch_fetch_url"": 6823.601245880127, ""calendar_create_event"": 1873.9910125732422, ""email_send_email"": 4016.451835632324}",5615,6,True
73,"Run code to generate synthetic test queries, embed each query, and search the vector index to valida",medium,"[""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index""]","[[""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""]]","{""code_run_code"": 847, ""code_get_output"": 897, ""vector_embed_query"": 1180, ""vector_search_index"": 1760}","{""code_run_code"": 1251.8718242645264, ""code_get_output"": 803.7412166595459, ""vector_embed_query"": 37550.20618438721, ""vector_search_index"": 52617.80261993408}",7055,22,True
74,"Embed a batch of support tickets, run code to compute resolution-time correlations, and search the v",medium,"[""vector_embed_query"", ""code_run_code"", ""vector_search_index""]","[[""vector_embed_query"", ""code_run_code""], [""code_run_code"", ""vector_search_index""]]","{""vector_embed_query"": 338, ""code_run_code"": 338, ""vector_search_index"": 338}","{""vector_embed_query"": 3537.8971099853516, ""code_run_code"": 3537.8971099853516, ""vector_search_index"": 3537.8971099853516}",2259,3,True
75,Fetch competitor pricing data from the web and email stakeholders with a meeting invite,medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""filesystem_write_file"", ""calendar_create_event"", ""email_send_email""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""filesystem_write_file""], [""filesystem_write_file"", ""calendar_create_event""], [""calendar_create_event"", ""email_send_email""]]","{""websearch_search_web"": 805, ""websearch_fetch_url"": 863, ""filesystem_write_file"": 983, ""calendar_create_event"": 1057, ""email_send_email"": 1238}","{""websearch_search_web"": 1034.5180034637451, ""websearch_fetch_url"": 1337.5072479248047, ""filesystem_write_file"": 2131.7150592803955, ""calendar_create_event"": 1573.6806392669678, ""email_send_email"": 2848.4199047088623}",6386,5,True
76,"Run a benchmarking script comparing embedding models, embed a validation set with each model, and se",medium,"[""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index""]","[[""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""]]","{""code_run_code"": 1052, ""code_get_output"": 1102, ""vector_embed_query"": 1239, ""vector_search_index"": 1446}","{""code_run_code"": 4024.461507797241, ""code_get_output"": 837.9378318786621, ""vector_embed_query"": 5427.078723907471, ""vector_search_index"": 6923.018217086792}",6681,8,True
77,"Run a benchmarking script comparing embedding models, embed a validation set with each model, and se",medium,"[""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index""]","[[""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""]]","{""code_run_code"": 1048, ""code_get_output"": 1098, ""vector_embed_query"": 1302, ""vector_search_index"": 1584}","{""code_run_code"": 4671.928405761719, ""code_get_output"": 1017.4734592437744, ""vector_embed_query"": 8257.478713989258, ""vector_search_index"": 10084.962844848633}",7088,8,True
78,"Run code to generate synthetic test queries, embed each query, and search the vector index to valida",medium,"[""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_search_index""]","[[""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""]]","{""code_run_code"": 911, ""code_get_output"": 961, ""vector_embed_query"": 1064, ""vector_search_index"": 1188}","{""code_run_code"": 3099.1270542144775, ""code_get_output"": 961.0488414764404, ""vector_embed_query"": 1577.69775390625, ""vector_search_index"": 1582.8142166137695}",5500,4,True
79,Search for ML best practices online and fetch two paper URLs for the reading list,medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""]]","{""websearch_search_web"": 806, ""websearch_fetch_url"": 910}","{""websearch_search_web"": 1134.073257446289, ""websearch_fetch_url"": 3702.3043632507324}",2778,3,True
80,"Search the vector index for similar customer complaints, run code to cluster them by theme, and embe",medium,"[""vector_search_index"", ""code_run_code"", ""code_get_output"", ""vector_embed_query""]","[[""vector_search_index"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""]]","{""vector_search_index"": 570, ""code_run_code"": 570, ""code_get_output"": 1231, ""vector_embed_query"": 1354}","{""vector_search_index"": 5440.792560577393, ""code_run_code"": 5440.792560577393, ""code_get_output"": 983.8624000549316, ""vector_embed_query"": 2078.9098739624023}",5237,4,True
81,"Run code to extract features from a dataset, embed the feature vectors, and search the vector index ",medium,"[""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_search_index""]","[[""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""]]","{""code_run_code"": 964, ""code_get_output"": 1014, ""vector_embed_query"": 1090, ""vector_search_index"": 1173}","{""code_run_code"": 3392.5814628601074, ""code_get_output"": 1038.5220050811768, ""vector_embed_query"": 1186.5551471710205, ""vector_search_index"": 1259.5036029815674}",5599,4,True
82,Fetch competitor pricing data from the web and email stakeholders with a meeting invite,medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""filesystem_write_file"", ""calendar_create_event"", ""email_send_email""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""filesystem_write_file""], [""filesystem_write_file"", ""calendar_create_event""], [""calendar_create_event"", ""email_send_email""]]","{""websearch_search_web"": 805, ""websearch_fetch_url"": 2807, ""filesystem_write_file"": 1155, ""calendar_create_event"": 1235, ""email_send_email"": 1412}","{""websearch_search_web"": 947.2570419311523, ""websearch_fetch_url"": 5925.895929336548, ""filesystem_write_file"": 1373.8794326782227, ""calendar_create_event"": 1948.1935501098633, ""email_send_email"": 2885.281562805176}",8935,8,True
83,"Run code to extract features from a dataset, embed the feature vectors, and search the vector index ",medium,"[""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_search_index""]","[[""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""]]","{""code_run_code"": 902, ""code_get_output"": 952, ""vector_embed_query"": 1011, ""vector_search_index"": 1068}","{""code_run_code"": 3808.4545135498047, ""code_get_output"": 811.6800785064697, ""vector_embed_query"": 920.0472831726074, ""vector_search_index"": 1027.2598266601562}",5185,4,True
84,"Run a benchmarking script comparing embedding models, embed a validation set with each model, and se",medium,"[""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_embed_query"", ""vector_search_index"", ""vector_search_index""]","[[""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""]]","{""code_run_code"": 1092, ""code_get_output"": 1142, ""vector_embed_query"": 2526, ""vector_search_index"": 1434}","{""code_run_code"": 4692.064523696899, ""code_get_output"": 805.5582046508789, ""vector_embed_query"": 2302.2608757019043, ""vector_search_index"": 3409.8739624023438}",7981,6,True
85,Research quantum computing frameworks online and send a summary email to the team with a calendar in,medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 811, ""websearch_fetch_url"": 4974, ""email_send_email"": 1457, ""calendar_create_event"": 1542}","{""websearch_search_web"": 1049.5619773864746, ""websearch_fetch_url"": 5233.848094940186, ""email_send_email"": 4794.83962059021, ""calendar_create_event"": 1991.621732711792}",10447,8,True
86,"Run code to extract features from a dataset, embed the feature vectors, and search the vector index ",medium,"[""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_search_index""]","[[""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""]]","{""code_run_code"": 954, ""code_get_output"": 1004, ""vector_embed_query"": 1063, ""vector_search_index"": 1120}","{""code_run_code"": 2664.5145416259766, ""code_get_output"": 760.1006031036377, ""vector_embed_query"": 1000.1423358917236, ""vector_search_index"": 1064.4896030426025}",5406,4,True
87,"Run a benchmarking script comparing embedding models, embed a validation set with each model, and se",medium,"[""code_run_code"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index""]","[[""code_run_code"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""]]","{""code_run_code"": 1019, ""vector_embed_query"": 1380, ""vector_search_index"": 2190}","{""code_run_code"": 4586.716175079346, ""vector_embed_query"": 82901.92723274231, ""vector_search_index"": 108905.67183494568}",7839,31,True
88,"Run code to extract features from a dataset, embed the feature vectors, and search the vector index ",medium,"[""code_run_code"", ""filesystem_read_file"", ""vector_embed_query"", ""vector_search_index""]","[[""code_run_code"", ""filesystem_read_file""], [""filesystem_read_file"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""]]","{""code_run_code"": 1004, ""filesystem_read_file"": 1056, ""vector_embed_query"": 1116, ""vector_search_index"": 1190}","{""code_run_code"": 5357.466459274292, ""filesystem_read_file"": 2511.4259719848633, ""vector_embed_query"": 2254.3702125549316, ""vector_search_index"": 1536.2966060638428}",5778,4,True
89,Fetch competitor pricing data from the web and email stakeholders with a meeting invite,medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 805, ""websearch_fetch_url"": 863, ""email_send_email"": 978, ""calendar_create_event"": 1062}","{""websearch_search_web"": 815.361738204956, ""websearch_fetch_url"": 1132.1165561676025, ""email_send_email"": 1946.101188659668, ""calendar_create_event"": 1512.0213031768799}",4859,4,True
90,"Run code to extract features from a dataset, embed the feature vectors, and search the vector index ",medium,"[""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_search_index""]","[[""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""]]","{""code_run_code"": 913, ""code_get_output"": 963, ""vector_embed_query"": 1034, ""vector_search_index"": 1104}","{""code_run_code"": 2088.524580001831, ""code_get_output"": 962.3527526855469, ""vector_embed_query"": 1003.2508373260498, ""vector_search_index"": 1328.4664154052734}",5256,4,True
91,"Embed a batch of support tickets, run code to compute resolution-time correlations, and search the v",medium,"[""filesystem_read_file"", ""vector_embed_query"", ""code_run_code"", ""vector_search_index""]","[[""filesystem_read_file"", ""vector_embed_query""], [""vector_embed_query"", ""code_run_code""], [""code_run_code"", ""vector_search_index""]]","{""filesystem_read_file"": 815, ""vector_embed_query"": 362, ""code_run_code"": 362, ""vector_search_index"": 362}","{""filesystem_read_file"": 732.9545021057129, ""vector_embed_query"": 3381.105661392212, ""code_run_code"": 3381.105661392212, ""vector_search_index"": 3381.105661392212}",3234,4,True
92,Search for ML best practices online and fetch two paper URLs for the reading list,medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""]]","{""websearch_search_web"": 807, ""websearch_fetch_url"": 910}","{""websearch_search_web"": 1103.5213470458984, ""websearch_fetch_url"": 3400.0797271728516}",2774,3,True
93,"Run a benchmarking script comparing embedding models, embed a validation set with each model, and se",medium,"[""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index""]","[[""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""]]","{""code_run_code"": 1060, ""code_get_output"": 1110, ""vector_embed_query"": 3672, ""vector_search_index"": 1407}","{""code_run_code"": 4333.531141281128, ""code_get_output"": 793.6911582946777, ""vector_embed_query"": 2599.5662212371826, ""vector_search_index"": 5749.264240264893}",9055,8,True
94,"Embed a batch of support tickets, run code to compute resolution-time correlations, and search the v",medium,"[""filesystem_read_file"", ""vector_embed_query"", ""code_run_code"", ""vector_search_index""]","[[""filesystem_read_file"", ""vector_embed_query""], [""vector_embed_query"", ""code_run_code""], [""code_run_code"", ""vector_search_index""]]","{""filesystem_read_file"": 815, ""vector_embed_query"": 489, ""code_run_code"": 489, ""vector_search_index"": 1086}","{""filesystem_read_file"": 805.6213855743408, ""vector_embed_query"": 2342.2858715057373, ""code_run_code"": 2342.2858715057373, ""vector_search_index"": 1045.145034790039}",4138,4,True
