task_id,task,complexity,tool_sequence,tool_transitions,tokens_per_tool,latency_per_tool,total_tokens,n_tool_calls,success
41,"Read the file server_list.txt, search the web for each server's latest status page, and query the da",simple,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""database_insert_record"", ""database_insert_record"", ""database_insert_record""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_insert_record""], [""database_insert_record"", ""database_insert_record""], [""database_insert_record"", ""database_insert_record""]]","{""filesystem_read_file"": 3548, ""websearch_search_web"": 2220, ""database_query_db"": 1468, ""database_insert_record"": 1626}","{""filesystem_read_file"": 10874.463081359863, ""websearch_search_web"": 23493.512630462646, ""database_query_db"": 1126.3132095336914, ""database_insert_record"": 6223.96445274353}",10774,17,True
42,"Search the web for current market prices, query the database for our current holdings, and run an an",simple,"[""websearch_search_web"", ""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""websearch_search_web"": 426, ""database_query_db"": 426, ""analytics_run_analysis"": 992, ""analytics_generate_report"": 1080}","{""websearch_search_web"": 1352.7452945709229, ""database_query_db"": 1352.7452945709229, ""analytics_run_analysis"": 1418.3084964752197, ""analytics_generate_report"": 1072.0093250274658}",4209,4,True
43,"Query the sales database for this month's totals, run an analysis of the trend, and email the summar",simple,"[""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email""]","[[""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""]]","{""database_query_db"": 847, ""analytics_run_analysis"": 907, ""analytics_generate_report"": 1001, ""email_send_email"": 1161}","{""database_query_db"": 1343.400478363037, ""analytics_run_analysis"": 936.3782405853271, ""analytics_generate_report"": 1272.9191780090332, ""email_send_email"": 4670.278549194336}",5205,4,True
44,"Run an analysis of last week's usage data, email the findings to the team, and create a calendar eve",simple,"[""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""database_query_db"": 836, ""analytics_run_analysis"": 925, ""analytics_generate_report"": 555, ""email_send_email"": 555, ""calendar_create_event"": 1215}","{""database_query_db"": 1163.062572479248, ""analytics_run_analysis"": 1323.901653289795, ""analytics_generate_report"": 2246.312141418457, ""email_send_email"": 2246.312141418457, ""calendar_create_event"": 2589.433431625366}",5501,5,True
45,"Read the inbox for the bug report, create a calendar event for the triage meeting, and run code to r",simple,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""code_run_code"", ""calendar_create_event""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""code_run_code""], [""code_run_code"", ""calendar_create_event""]]","{""email_read_inbox"": 3642, ""websearch_search_web"": 3325, ""code_run_code"": 1271, ""calendar_create_event"": 1352}","{""email_read_inbox"": 3794.1770553588867, ""websearch_search_web"": 2658.6668491363525, ""code_run_code"": 1669.9371337890625, ""calendar_create_event"": 1406.1706066131592}",11074,9,True
46,"List this week's calendar events, run code to extract the meeting topics, and embed the topics for f",simple,"[""calendar_list_events"", ""code_run_code"", ""vector_embed_query""]","[[""calendar_list_events"", ""code_run_code""], [""code_run_code"", ""vector_embed_query""]]","{""calendar_list_events"": 839, ""code_run_code"": 492, ""vector_embed_query"": 492}","{""calendar_list_events"": 1265.923023223877, ""code_run_code"": 1933.727502822876, ""vector_embed_query"": 1933.727502822876}",2956,3,True
47,"Run a Python script to generate a summary, search the vector index for related past summaries, and w",simple,"[""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_search_index"", ""filesystem_write_file""]","[[""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""filesystem_write_file""]]","{""code_run_code"": 943, ""code_get_output"": 993, ""vector_embed_query"": 1068, ""vector_search_index"": 1148, ""filesystem_write_file"": 1280}","{""code_run_code"": 4718.485355377197, ""code_get_output"": 1242.351770401001, ""vector_embed_query"": 1090.2998447418213, ""vector_search_index"": 1260.5113983154297, ""filesystem_write_file"": 1739.959955215454}",6864,5,True
48,"Search the vector index for prior notes on this topic, read the matching file, and search the web fo",simple,"[""vector_search_index"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web""]","[[""vector_search_index"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""]]","{""vector_search_index"": 826, ""filesystem_read_file"": 960, ""websearch_search_web"": 1080}","{""vector_search_index"": 1083.9993953704834, ""filesystem_read_file"": 4853.548049926758, ""websearch_search_web"": 878.3609867095947}",4165,5,True
49,"Read the file server_list.txt, search the web for each server's latest status page, and query the da",simple,"[""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""database_query_db"", ""database_query_db"", ""database_query_db"", ""database_query_db"", ""database_query_db"", ""database_query_db"", ""filesystem_write_file""]","[[""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""filesystem_write_file""]]","{""filesystem_read_file"": 818, ""websearch_search_web"": 1024, ""database_query_db"": 1528, ""filesystem_write_file"": 1781}","{""filesystem_read_file"": 1064.462423324585, ""websearch_search_web"": 24752.365112304688, ""database_query_db"": 29275.516510009766, ""filesystem_write_file"": 1441.6863918304443}",7059,18,True
50,"Search the web for current market prices, query the database for our current holdings, and run an an",simple,"[""websearch_search_web"", ""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""websearch_search_web"": 426, ""database_query_db"": 426, ""analytics_run_analysis"": 1012, ""analytics_generate_report"": 1100}","{""websearch_search_web"": 5047.091484069824, ""database_query_db"": 5047.091484069824, ""analytics_run_analysis"": 2018.4051990509033, ""analytics_generate_report"": 1288.581132888794}",4282,4,True
51,"Read the deployment manifest file, search the web for the changelog of each listed dependency, and q",medium,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""]]","{""filesystem_read_file"": 17100}","{""filesystem_read_file"": 16684.425830841064}",17100,15,True
52,"Search the web for two competitor benchmark reports, query the database for our matching internal me",medium,"[""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""websearch_search_web"": 588, ""database_query_db"": 294, ""analytics_run_analysis"": 1091, ""analytics_generate_report"": 1178}","{""websearch_search_web"": 4108.572959899902, ""database_query_db"": 2054.286479949951, ""analytics_run_analysis"": 2902.958631515503, ""analytics_generate_report"": 2388.678550720215}",4578,5,True
53,"Query the support database for tickets from the last quarter, run an analysis of resolution times, a",medium,"[""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email""]","[[""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""]]","{""database_query_db"": 855, ""analytics_run_analysis"": 960, ""analytics_generate_report"": 1046, ""email_send_email"": 1147}","{""database_query_db"": 1195.7731246948242, ""analytics_run_analysis"": 1715.7552242279053, ""analytics_generate_report"": 1120.6142902374268, ""email_send_email"": 1374.3367195129395}",5242,4,True
54,"Run a variance analysis on the quarterly figures, email the results to leadership, and create calend",medium,"[""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""database_query_db"": 821, ""analytics_run_analysis"": 914, ""analytics_generate_report"": 373, ""email_send_email"": 373, ""calendar_create_event"": 373}","{""database_query_db"": 1044.7423458099365, ""analytics_run_analysis"": 1595.9587097167969, ""analytics_generate_report"": 2356.56476020813, ""email_send_email"": 2356.56476020813, ""calendar_create_event"": 2356.56476020813}",4201,5,True
55,"Read the inbox for incident reports from the last 24 hours, create calendar events for each incident",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""]]","{""email_read_inbox"": 3674}","{""email_read_inbox"": 14868.45326423645}",4785,4,True
56,"List next month's scheduled reviews, run code to parse the review agendas, and search the vector ind",medium,"[""calendar_list_events"", ""code_run_code"", ""vector_search_index"", ""code_get_output""]","[[""calendar_list_events"", ""code_run_code""], [""code_run_code"", ""vector_search_index""], [""vector_search_index"", ""code_get_output""]]","{""calendar_list_events"": 841, ""code_run_code"": 521, ""vector_search_index"": 521, ""code_get_output"": 1129}","{""calendar_list_events"": 1209.4554901123047, ""code_run_code"": 2173.192024230957, ""vector_search_index"": 2173.192024230957, ""code_get_output"": 823.4179019927979}",4303,4,True
57,"Run code to compute this sprint's velocity metrics, search the vector index for similar past sprints",medium,"[""code_run_code"", ""vector_search_index"", ""filesystem_write_file"", ""code_get_output"", ""filesystem_write_file""]","[[""code_run_code"", ""vector_search_index""], [""vector_search_index"", ""filesystem_write_file""], [""filesystem_write_file"", ""code_get_output""], [""code_get_output"", ""filesystem_write_file""]]","{""code_run_code"": 337, ""vector_search_index"": 337, ""filesystem_write_file"": 1627, ""code_get_output"": 1122}","{""code_run_code"": 2734.537124633789, ""vector_search_index"": 2734.537124633789, ""filesystem_write_file"": 5765.50030708313, ""code_get_output"": 900.383472442627}",4871,5,True
58,"Search the vector index for related past incident reports, read the top matching file in full, and s",medium,"[""vector_search_index"", ""websearch_search_web"", ""filesystem_read_file"", ""websearch_fetch_url""]","[[""vector_search_index"", ""websearch_search_web""], [""websearch_search_web"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_fetch_url""]]","{""vector_search_index"": 434, ""websearch_search_web"": 434, ""filesystem_read_file"": 501, ""websearch_fetch_url"": 501}","{""vector_search_index"": 1223.919153213501, ""websearch_search_web"": 1223.919153213501, ""filesystem_read_file"": 1585.8032703399658, ""websearch_fetch_url"": 1585.8032703399658}",3125,4,True
59,"Read the deployment manifest file, search the web for the changelog of each listed dependency, and q",medium,"[""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""database_query_db""]","[[""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""database_query_db""]]","{""filesystem_read_file"": 818, ""websearch_search_web"": 924, ""database_query_db"": 1146}","{""filesystem_read_file"": 1092.9627418518066, ""websearch_search_web"": 6911.2608432769775, ""database_query_db"": 6785.321474075317}",4332,7,True
60,"Search the web for two competitor benchmark reports, query the database for our matching internal me",medium,"[""websearch_search_web"", ""database_query_db"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""websearch_search_web"": 434, ""database_query_db"": 434, ""websearch_fetch_url"": 998, ""analytics_run_analysis"": 1166, ""analytics_generate_report"": 1255}","{""websearch_search_web"": 1606.2054634094238, ""database_query_db"": 1606.2054634094238, ""websearch_fetch_url"": 3348.9317893981934, ""analytics_run_analysis"": 1869.9462413787842, ""analytics_generate_report"": 4195.27006149292}",5822,6,True
61,"Query the support database for tickets from the last quarter, run an analysis of resolution times, a",medium,"[""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email""]","[[""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""]]","{""database_query_db"": 843, ""analytics_run_analysis"": 919, ""analytics_generate_report"": 1004, ""email_send_email"": 1142}","{""database_query_db"": 1508.6991786956787, ""analytics_run_analysis"": 1212.6765251159668, ""analytics_generate_report"": 1272.2759246826172, ""email_send_email"": 2139.5912170410156}",5137,4,True
62,"Run a variance analysis on the quarterly figures, email the results to leadership, and create calend",medium,"[""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event"", ""calendar_create_event""]","[[""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""database_query_db"": 821, ""analytics_run_analysis"": 913, ""analytics_generate_report"": 1001, ""email_send_email"": 403, ""calendar_create_event"": 806}","{""database_query_db"": 971.8713760375977, ""analytics_run_analysis"": 1432.387351989746, ""analytics_generate_report"": 989.865779876709, ""email_send_email"": 2475.766181945801, ""calendar_create_event"": 4951.532363891602}",5493,6,True
63,"Read the inbox for incident reports from the last 24 hours, create calendar events for each incident",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""]]","{""email_read_inbox"": 3674}","{""email_read_inbox"": 3764.798164367676}",4803,4,True
64,"List next month's scheduled reviews, run code to parse the review agendas, and search the vector ind",medium,"[""calendar_list_events"", ""code_run_code"", ""code_get_output"", ""vector_search_index""]","[[""calendar_list_events"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_search_index""]]","{""calendar_list_events"": 841, ""code_run_code"": 953, ""code_get_output"": 1003, ""vector_search_index"": 1078}","{""calendar_list_events"": 1229.1021347045898, ""code_run_code"": 1443.293571472168, ""code_get_output"": 1066.6999816894531, ""vector_search_index"": 1040.619134902954}",5123,4,True
65,"Run code to compute this sprint's velocity metrics, search the vector index for similar past sprints",medium,"[""code_run_code"", ""vector_search_index"", ""filesystem_write_file"", ""code_get_output"", ""filesystem_write_file""]","[[""code_run_code"", ""vector_search_index""], [""vector_search_index"", ""filesystem_write_file""], [""filesystem_write_file"", ""code_get_output""], [""code_get_output"", ""filesystem_write_file""]]","{""code_run_code"": 357, ""vector_search_index"": 357, ""filesystem_write_file"": 1706, ""code_get_output"": 1178}","{""code_run_code"": 3493.0739402770996, ""vector_search_index"": 3493.0739402770996, ""filesystem_write_file"": 5565.544366836548, ""code_get_output"": 877.6464462280273}",5111,5,True
66,"Search the vector index for related past incident reports, read the top matching file in full, and s",medium,"[""vector_search_index"", ""websearch_search_web"", ""filesystem_read_file""]","[[""vector_search_index"", ""websearch_search_web""], [""websearch_search_web"", ""filesystem_read_file""]]","{""vector_search_index"": 434, ""websearch_search_web"": 434, ""filesystem_read_file"": 961}","{""vector_search_index"": 1323.8167762756348, ""websearch_search_web"": 1323.8167762756348, ""filesystem_read_file"": 797.9271411895752}",3016,3,True
67,"Read the deployment manifest file, search the web for the changelog of each listed dependency, and q",medium,"[""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""database_query_db""]","[[""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""database_query_db""]]","{""filesystem_read_file"": 822, ""websearch_search_web"": 930, ""database_query_db"": 1161}","{""filesystem_read_file"": 1139.8756504058838, ""websearch_search_web"": 6012.211561203003, ""database_query_db"": 6563.419818878174}",4287,7,True
68,"Search the web for two competitor benchmark reports, query the database for our matching internal me",medium,"[""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""analytics_run_analysis"", ""analytics_run_analysis"", ""analytics_generate_report"", ""analytics_generate_report""]","[[""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""analytics_generate_report""]]","{""websearch_search_web"": 588, ""database_query_db"": 294, ""analytics_run_analysis"": 1200, ""analytics_generate_report"": 1384}","{""websearch_search_web"": 3220.766067504883, ""database_query_db"": 1610.3830337524414, ""analytics_run_analysis"": 6671.997547149658, ""analytics_generate_report"": 3593.7390327453613}",5182,7,True
69,"Query the support database for tickets from the last quarter, run an analysis of resolution times, a",medium,"[""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email""]","[[""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""]]","{""database_query_db"": 839, ""analytics_run_analysis"": 903, ""analytics_generate_report"": 987, ""email_send_email"": 1174}","{""database_query_db"": 1502.7129650115967, ""analytics_run_analysis"": 1470.0016975402832, ""analytics_generate_report"": 950.8275985717773, ""email_send_email"": 2473.510980606079}",5216,4,True
70,"Run a variance analysis on the quarterly figures, email the results to leadership, and create calend",medium,"[""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""database_query_db"": 821, ""analytics_run_analysis"": 913, ""analytics_generate_report"": 388, ""email_send_email"": 388, ""calendar_create_event"": 388}","{""database_query_db"": 813.9457702636719, ""analytics_run_analysis"": 1302.7150630950928, ""analytics_generate_report"": 2407.9151153564453, ""email_send_email"": 2407.9151153564453, ""calendar_create_event"": 2407.9151153564453}",4303,5,True
71,"Read the inbox for incident reports from the last 24 hours, create calendar events for each incident",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""]]","{""email_read_inbox"": 3674, ""websearch_search_web"": 1067}","{""email_read_inbox"": 10243.071556091309, ""websearch_search_web"": 1035.8502864837646}",5966,5,True
72,"List next month's scheduled reviews, run code to parse the review agendas, and search the vector ind",medium,"[""calendar_list_events"", ""code_run_code"", ""vector_search_index""]","[[""calendar_list_events"", ""code_run_code""], [""code_run_code"", ""vector_search_index""]]","{""calendar_list_events"": 841, ""code_run_code"": 958, ""vector_search_index"": 1025}","{""calendar_list_events"": 1314.1460418701172, ""code_run_code"": 1396.8007564544678, ""vector_search_index"": 966.0437107086182}",4004,3,True
73,"Run code to compute this sprint's velocity metrics, search the vector index for similar past sprints",medium,"[""code_run_code"", ""vector_search_index"", ""code_get_output"", ""filesystem_write_file""]","[[""code_run_code"", ""vector_search_index""], [""vector_search_index"", ""code_get_output""], [""code_get_output"", ""filesystem_write_file""]]","{""code_run_code"": 465, ""vector_search_index"": 465, ""code_get_output"": 1020, ""filesystem_write_file"": 1196}","{""code_run_code"": 1927.382230758667, ""vector_search_index"": 1927.382230758667, ""code_get_output"": 726.0825634002686, ""filesystem_write_file"": 3346.923589706421}",4495,4,True
74,"Search the vector index for related past incident reports, read the top matching file in full, and s",medium,"[""vector_search_index"", ""websearch_search_web"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file""]","[[""vector_search_index"", ""websearch_search_web""], [""websearch_search_web"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""]]","{""vector_search_index"": 434, ""websearch_search_web"": 434, ""filesystem_read_file"": 1020}","{""vector_search_index"": 1303.6577701568604, ""websearch_search_web"": 1303.6577701568604, ""filesystem_read_file"": 4003.1940937042236}",3188,5,True
75,"Read the deployment manifest file, search the web for the changelog of each listed dependency, and q",medium,"[""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""database_insert_record"", ""database_insert_record""]","[[""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_insert_record""], [""database_insert_record"", ""database_insert_record""]]","{""filesystem_read_file"": 818, ""websearch_search_web"": 1786, ""database_query_db"": 983, ""database_insert_record"": 1106}","{""filesystem_read_file"": 1153.7539958953857, ""websearch_search_web"": 2047.4574565887451, ""database_query_db"": 950.0002861022949, ""database_insert_record"": 5927.088737487793}",5940,6,True
76,"Search the web for two competitor benchmark reports, query the database for our matching internal me",medium,"[""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""analytics_run_analysis"", ""analytics_run_analysis"", ""analytics_generate_report"", ""analytics_generate_report""]","[[""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""analytics_generate_report""]]","{""websearch_search_web"": 590, ""database_query_db"": 295, ""analytics_run_analysis"": 1118, ""analytics_generate_report"": 1364}","{""websearch_search_web"": 3035.5067253112793, ""database_query_db"": 1517.7533626556396, ""analytics_run_analysis"": 4015.491008758545, ""analytics_generate_report"": 4495.127201080322}",5024,7,True
77,"Query the support database for tickets from the last quarter, run an analysis of resolution times, a",medium,"[""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email""]","[[""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""]]","{""database_query_db"": 839, ""analytics_run_analysis"": 895, ""analytics_generate_report"": 982, ""email_send_email"": 1073}","{""database_query_db"": 1049.591064453125, ""analytics_run_analysis"": 1066.3666725158691, ""analytics_generate_report"": 1068.230152130127, ""email_send_email"": 2787.851572036743}",4942,4,True
78,"Run a variance analysis on the quarterly figures, email the results to leadership, and create calend",medium,"[""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""database_query_db"": 827, ""analytics_run_analysis"": 925, ""analytics_generate_report"": 390, ""email_send_email"": 390, ""calendar_create_event"": 390}","{""database_query_db"": 965.3418064117432, ""analytics_run_analysis"": 1520.9143161773682, ""analytics_generate_report"": 2976.588726043701, ""email_send_email"": 2976.588726043701, ""calendar_create_event"": 2976.588726043701}",4333,5,True
79,"Read the inbox for incident reports from the last 24 hours, create calendar events for each incident",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""]]","{""email_read_inbox"": 2664}","{""email_read_inbox"": 3012.467861175537}",3706,3,True
80,"List next month's scheduled reviews, run code to parse the review agendas, and search the vector ind",medium,"[""calendar_list_events"", ""code_run_code"", ""vector_search_index""]","[[""calendar_list_events"", ""code_run_code""], [""code_run_code"", ""vector_search_index""]]","{""calendar_list_events"": 841, ""code_run_code"": 1068, ""vector_search_index"": 1134}","{""calendar_list_events"": 1148.6780643463135, ""code_run_code"": 2377.399206161499, ""vector_search_index"": 1194.352626800537}",4409,3,True
81,"Run code to compute this sprint's velocity metrics, search the vector index for similar past sprints",medium,"[""code_run_code"", ""vector_search_index"", ""filesystem_write_file"", ""code_get_output"", ""filesystem_write_file""]","[[""code_run_code"", ""vector_search_index""], [""vector_search_index"", ""filesystem_write_file""], [""filesystem_write_file"", ""code_get_output""], [""code_get_output"", ""filesystem_write_file""]]","{""code_run_code"": 380, ""vector_search_index"": 380, ""filesystem_write_file"": 1726, ""code_get_output"": 1247}","{""code_run_code"": 4262.861013412476, ""vector_search_index"": 4262.861013412476, ""filesystem_write_file"": 5330.039262771606, ""code_get_output"": 933.8729381561279}",5209,5,True
