task_id,task,complexity,tool_sequence,tool_transitions,tokens_per_tool,latency_per_tool,total_tokens,n_tool_calls,success
62,"Search for ML best practices, fetch paper URLs, and run code to extract key metrics",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""]]","{""websearch_search_web"": 809, ""websearch_fetch_url"": 933, ""code_run_code"": 1240, ""code_get_output"": 1290}","{""websearch_search_web"": 1123.1060028076172, ""websearch_fetch_url"": 7645.16544342041, ""code_run_code"": 3913.3059978485107, ""code_get_output"": 1004.1599273681641}",5668,6,True
63,Send a meeting agenda email to the team and create a recurring calendar event for the weekly sync,medium,"[""email_send_email"", ""calendar_create_event""]","[[""email_send_email"", ""calendar_create_event""]]","{""email_send_email"": 477, ""calendar_create_event"": 477}","{""email_send_email"": 6935.632705688477, ""calendar_create_event"": 6935.632705688477}",2022,2,True
64,"List next week's calendar events, identify scheduling conflicts, and send an email to affected atten",medium,"[""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""email_read_inbox"", ""calendar_list_events"", ""calendar_list_events"", ""email_send_email""]","[[""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""email_read_inbox""], [""email_read_inbox"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""email_send_email""]]","{""calendar_list_events"": 4670, ""email_read_inbox"": 1339, ""email_send_email"": 2002}","{""calendar_list_events"": 19620.448112487793, ""email_read_inbox"": 1483.7145805358887, ""email_send_email"": 5303.41649055481}",10101,9,True
65,"Read sales data files, run code to calculate variance, and embed the findings for the vector index",medium,"[""filesystem_read_file"", ""code_run_code"", ""code_get_output"", ""vector_embed_query""]","[[""filesystem_read_file"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""]]","{""filesystem_read_file"": 810, ""code_run_code"": 892, ""code_get_output"": 942, ""vector_embed_query"": 1013}","{""filesystem_read_file"": 957.0345878601074, ""code_run_code"": 1612.5304698944092, ""code_get_output"": 932.2900772094727, ""vector_embed_query"": 1064.452886581421}",4763,4,True
66,"List next week's calendar events, identify scheduling conflicts, and send an email to affected atten",medium,"[""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events""]","[[""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""]]","{""calendar_list_events"": 2979}","{""calendar_list_events"": 7996.201276779175}",4255,4,True
67,"List next week's calendar events, identify scheduling conflicts, and send an email to affected atten",medium,"[""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""calendar_list_events"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""calendar_list_events"", ""email_send_email""]","[[""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""calendar_list_events""], [""calendar_list_events"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""calendar_list_events""], [""calendar_list_events"", ""email_send_email""]]","{""calendar_list_events"": 7369, ""email_read_inbox"": 8040, ""email_send_email"": 2090}","{""calendar_list_events"": 14685.148000717163, ""email_read_inbox"": 7348.313808441162, ""email_send_email"": 1983.6926460266113}",19715,15,True
68,"Send an email to stakeholders proposing three meeting times, then create calendar events for each pr",medium,"[""email_send_email"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event""]","[[""email_send_email"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""email_send_email"": 272, ""calendar_create_event"": 816}","{""email_send_email"": 5290.054798126221, ""calendar_create_event"": 15870.164394378662}",2552,4,True
69,"Fetch competitor pricing data from the web, run code to compare pricing trends, and generate a repor",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""analytics_generate_report""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""analytics_generate_report""]]","{""websearch_search_web"": 810, ""websearch_fetch_url"": 1841, ""code_run_code"": 1341, ""analytics_generate_report"": 1468}","{""websearch_search_web"": 805.851936340332, ""websearch_fetch_url"": 3978.5706996917725, ""code_run_code"": 4948.797941207886, ""analytics_generate_report"": 1736.5365028381348}",7076,6,True
70,"Read inbox for customer feedback, summarize the key themes, and create calendar events for follow-up",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""analytics_run_analysis"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""email_read_inbox"": 3626, ""websearch_search_web"": 3371, ""analytics_run_analysis"": 1335, ""calendar_create_event"": 1515}","{""email_read_inbox"": 3756.2241554260254, ""websearch_search_web"": 4662.086963653564, ""analytics_run_analysis"": 1664.0443801879883, ""calendar_create_event"": 7553.508281707764}",11749,12,True
71,"Read inbox for interview requests, create calendar events for each candidate, and email confirmation",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""]]","{""email_read_inbox"": 3614}","{""email_read_inbox"": 3672.574520111084}",4707,4,True
72,"Fetch competitor pricing data from the web, run code to compare pricing trends, and generate a repor",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""analytics_generate_report""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_generate_report""]]","{""websearch_search_web"": 813, ""websearch_fetch_url"": 936, ""code_run_code"": 1201, ""code_get_output"": 1251, ""analytics_generate_report"": 1488}","{""websearch_search_web"": 884.023904800415, ""websearch_fetch_url"": 7663.169860839844, ""code_run_code"": 3570.406436920166, ""code_get_output"": 1015.613317489624, ""analytics_generate_report"": 4856.494903564453}",7411,7,True
73,"Read inbox for interview requests, create calendar events for each candidate, and email confirmation",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""]]","{""email_read_inbox"": 2619, ""websearch_search_web"": 992}","{""email_read_inbox"": 2564.85652923584, ""websearch_search_web"": 1805.6106567382812}",4709,4,True
74,Send a meeting agenda email to the team and create a recurring calendar event for the weekly sync,medium,"[""email_send_email"", ""calendar_create_event""]","[[""email_send_email"", ""calendar_create_event""]]","{""email_send_email"": 477, ""calendar_create_event"": 477}","{""email_send_email"": 2756.8342685699463, ""calendar_create_event"": 2756.8342685699463}",2055,2,True
75,"Fetch competitor pricing data from the web, run code to compare pricing trends, and generate a repor",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""analytics_generate_report""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_generate_report""]]","{""websearch_search_web"": 810, ""websearch_fetch_url"": 933, ""code_run_code"": 1240, ""code_get_output"": 1290, ""analytics_generate_report"": 1453}","{""websearch_search_web"": 999.8912811279297, ""websearch_fetch_url"": 5535.279035568237, ""code_run_code"": 3352.207660675049, ""code_get_output"": 835.3664875030518, ""analytics_generate_report"": 1968.5096740722656}",7376,7,True
76,"List next week's calendar events, identify scheduling conflicts, and send an email to affected atten",medium,"[""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events""]","[[""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""]]","{""calendar_list_events"": 6100}","{""calendar_list_events"": 28547.7876663208}",8082,9,True
77,"List next week's calendar events, identify scheduling conflicts, and send an email to affected atten",medium,"[""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""email_read_inbox"", ""calendar_list_events"", ""email_send_email""]","[[""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""email_read_inbox""], [""email_read_inbox"", ""calendar_list_events""], [""calendar_list_events"", ""email_send_email""]]","{""calendar_list_events"": 3514, ""email_read_inbox"": 536, ""email_send_email"": 1671}","{""calendar_list_events"": 6672.11651802063, ""email_read_inbox"": 2261.5602016448975, ""email_send_email"": 11961.833715438843}",7491,6,True
78,"Read inbox for interview requests, create calendar events for each candidate, and email confirmation",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""]]","{""email_read_inbox"": 2619}","{""email_read_inbox"": 3103.4185886383057}",3639,3,True
79,"Read sales data files, run code to calculate variance, and embed the findings for the vector index",medium,"[""filesystem_read_file"", ""code_run_code"", ""code_get_output"", ""vector_embed_query""]","[[""filesystem_read_file"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""]]","{""filesystem_read_file"": 809, ""code_run_code"": 904, ""code_get_output"": 954, ""vector_embed_query"": 1028}","{""filesystem_read_file"": 1013.0660533905029, ""code_run_code"": 1728.9559841156006, ""code_get_output"": 934.567928314209, ""vector_embed_query"": 1258.6195468902588}",4827,4,True
80,"Read the inbox for client requests, create calendar events for client calls, and send confirmation e",medium,"[""email_read_inbox""]",[],"{""email_read_inbox"": 813}","{""email_read_inbox"": 1186.9404315948486}",1722,1,True
81,"Send an email to stakeholders proposing three meeting times, then create calendar events for each pr",medium,"[""email_send_email"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event""]","[[""email_send_email"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""email_send_email"": 929, ""calendar_create_event"": 1113}","{""email_send_email"": 2896.2671756744385, ""calendar_create_event"": 9574.782371520996}",3407,4,True
82,"Fetch competitor pricing data from the web, run code to compare pricing trends, and generate a repor",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""analytics_generate_report""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_generate_report""]]","{""websearch_search_web"": 810, ""websearch_fetch_url"": 868, ""code_run_code"": 1084, ""code_get_output"": 1135, ""analytics_generate_report"": 1260}","{""websearch_search_web"": 810.1146221160889, ""websearch_fetch_url"": 903.0201435089111, ""code_run_code"": 2951.6777992248535, ""code_get_output"": 817.4235820770264, ""analytics_generate_report"": 3283.3657264709473}",6580,5,True
83,"Send an email to stakeholders proposing three meeting times, then create calendar events for each pr",medium,"[""email_send_email"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event""]","[[""email_send_email"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""email_send_email"": 264, ""calendar_create_event"": 792}","{""email_send_email"": 4695.583343505859, ""calendar_create_event"": 14086.750030517578}",2413,4,True
84,"List next week's calendar events, identify scheduling conflicts, and send an email to affected atten",medium,"[""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""email_send_email"", ""email_send_email""]","[[""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""email_send_email""], [""email_send_email"", ""email_send_email""]]","{""calendar_list_events"": 2979, ""email_send_email"": 1342}","{""calendar_list_events"": 7677.186489105225, ""email_send_email"": 5255.729198455811}",5808,6,True
85,"Research quantum computing frameworks online, run code to benchmark them, and generate an analysis r",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""websearch_search_web"": 812, ""websearch_fetch_url"": 877, ""code_run_code"": 1088, ""code_get_output"": 1138, ""analytics_run_analysis"": 1274, ""analytics_generate_report"": 1368}","{""websearch_search_web"": 1183.903694152832, ""websearch_fetch_url"": 926.6436100006104, ""code_run_code"": 3522.838830947876, ""code_get_output"": 896.6042995452881, ""analytics_run_analysis"": 2049.268960952759, ""analytics_generate_report"": 1696.6655254364014}",8185,6,True
86,"Send an email to stakeholders proposing three meeting times, then create calendar events for each pr",medium,"[""email_send_email"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event""]","[[""email_send_email"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""email_send_email"": 937, ""calendar_create_event"": 1134}","{""email_send_email"": 2479.1152477264404, ""calendar_create_event"": 22038.294553756714}",3502,4,True
87,"List next week's calendar events, identify scheduling conflicts, and send an email to affected atten",medium,"[""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""email_read_inbox"", ""email_send_email""]","[[""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""email_read_inbox""], [""email_read_inbox"", ""email_send_email""]]","{""calendar_list_events"": 1830, ""email_read_inbox"": 1125, ""email_send_email"": 1276}","{""calendar_list_events"": 4972.986459732056, ""email_read_inbox"": 796.6163158416748, ""email_send_email"": 2143.019437789917}",5634,5,True
88,"Send an email to stakeholders proposing three meeting times, then create calendar events for each pr",medium,"[""email_send_email"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event""]","[[""email_send_email"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""email_send_email"": 269, ""calendar_create_event"": 807}","{""email_send_email"": 5365.560293197632, ""calendar_create_event"": 16096.680879592896}",2395,4,True
89,"Fetch competitor pricing data from the web, run code to compare pricing trends, and generate a repor",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""analytics_generate_report""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_generate_report""]]","{""websearch_search_web"": 813, ""websearch_fetch_url"": 912, ""code_run_code"": 1186, ""code_get_output"": 1236, ""analytics_generate_report"": 1355}","{""websearch_search_web"": 1120.1553344726562, ""websearch_fetch_url"": 3368.1793212890625, ""code_run_code"": 4534.775972366333, ""code_get_output"": 915.2083396911621, ""analytics_generate_report"": 1790.0590896606445}",7070,6,True
90,"Send an email to stakeholders proposing three meeting times, then create calendar events for each pr",medium,"[""email_send_email"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event""]","[[""email_send_email"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""email_send_email"": 271, ""calendar_create_event"": 813}","{""email_send_email"": 6479.378461837769, ""calendar_create_event"": 19438.135385513306}",2431,4,True
91,Send a meeting agenda email to the team and create a recurring calendar event for the weekly sync,medium,"[""email_send_email"", ""calendar_create_event""]","[[""email_send_email"", ""calendar_create_event""]]","{""email_send_email"": 482, ""calendar_create_event"": 482}","{""email_send_email"": 3164.9985313415527, ""calendar_create_event"": 3164.9985313415527}",2084,2,True
92,"Read sales data files, run code to calculate variance, and embed the findings for the vector index",medium,"[""filesystem_read_file"", ""code_run_code"", ""code_get_output"", ""vector_embed_query""]","[[""filesystem_read_file"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""]]","{""filesystem_read_file"": 809, ""code_run_code"": 888, ""code_get_output"": 938, ""vector_embed_query"": 1013}","{""filesystem_read_file"": 832.6256275177002, ""code_run_code"": 1221.3685512542725, ""code_get_output"": 1080.8639526367188, ""vector_embed_query"": 1430.018424987793}",4762,4,True
93,"List next week's calendar events, identify scheduling conflicts, and send an email to affected atten",medium,"[""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""calendar_list_events"", ""email_read_inbox"", ""email_send_email""]","[[""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_list_events""], [""calendar_list_events"", ""email_read_inbox""], [""email_read_inbox"", ""email_send_email""]]","{""calendar_list_events"": 6041, ""email_read_inbox"": 1654, ""email_send_email"": 1788}","{""calendar_list_events"": 15591.049909591675, ""email_read_inbox"": 887.9086971282959, ""email_send_email"": 2383.1114768981934}",11382,10,True
94,Send a meeting agenda email to the team and create a recurring calendar event for the weekly sync,medium,"[""email_send_email"", ""calendar_create_event""]","[[""email_send_email"", ""calendar_create_event""]]","{""email_send_email"": 480, ""calendar_create_event"": 480}","{""email_send_email"": 2571.230888366699, ""calendar_create_event"": 2571.230888366699}",2043,2,True
95,"Fetch competitor pricing data from the web, run code to compare pricing trends, and generate a repor",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""analytics_generate_report""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_generate_report""]]","{""websearch_search_web"": 810, ""websearch_fetch_url"": 910, ""code_run_code"": 1125, ""code_get_output"": 1176, ""analytics_generate_report"": 1280}","{""websearch_search_web"": 1748.2409477233887, ""websearch_fetch_url"": 3000.6399154663086, ""code_run_code"": 2515.0723457336426, ""code_get_output"": 817.1186447143555, ""analytics_generate_report"": 1309.6675872802734}",6722,6,True
96,"Read inbox for customer feedback, summarize the key themes, and create calendar events for follow-up",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""]]","{""email_read_inbox"": 18630}","{""email_read_inbox"": 16226.409912109375}",18630,15,True
97,"Send an email to stakeholders proposing three meeting times, then create calendar events for each pr",medium,"[""email_send_email"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event""]","[[""email_send_email"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""email_send_email"": 925, ""calendar_create_event"": 1107}","{""email_send_email"": 2784.1341495513916, ""calendar_create_event"": 9325.349807739258}",3375,4,True
98,Send a meeting agenda email to the team and create a recurring calendar event for the weekly sync,medium,"[""email_send_email"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event""]","[[""email_send_email"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""email_send_email"": 256, ""calendar_create_event"": 768}","{""email_send_email"": 5373.878955841064, ""calendar_create_event"": 16121.636867523193}",2285,4,True
99,"Research quantum computing frameworks online, run code to benchmark them, and generate an analysis r",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""websearch_search_web"": 811, ""websearch_fetch_url"": 980, ""code_run_code"": 1249, ""code_get_output"": 1299, ""analytics_run_analysis"": 1396, ""analytics_generate_report"": 1483}","{""websearch_search_web"": 868.9620494842529, ""websearch_fetch_url"": 14159.023761749268, ""code_run_code"": 3111.6156578063965, ""code_get_output"": 897.5527286529541, ""analytics_run_analysis"": 1944.9489116668701, ""analytics_generate_report"": 1896.3534832000732}",8943,10,True
100,"Read inbox for interview requests, create calendar events for each candidate, and email confirmation",medium,"[""email_read_inbox"", ""email_read_inbox""]","[[""email_read_inbox"", ""email_read_inbox""]]","{""email_read_inbox"": 1685}","{""email_read_inbox"": 2729.9599647521973}",2643,2,True
101,"Run a full event-planning workflow: send save-the-date emails, create the main calendar event, read ",complex,"[""email_send_email"", ""calendar_create_event"", ""email_read_inbox"", ""calendar_create_event"", ""email_send_email""]","[[""email_send_email"", ""calendar_create_event""], [""calendar_create_event"", ""email_read_inbox""], [""email_read_inbox"", ""calendar_create_event""], [""calendar_create_event"", ""email_send_email""]]","{""email_send_email"": 1721, ""calendar_create_event"": 1579, ""email_read_inbox"": 1024}","{""email_send_email"": 5298.219442367554, ""calendar_create_event"": 4366.103172302246, ""email_read_inbox"": 903.2676219940186}",5800,5,True
102,"Conduct full market analysis: search web for trends, fetch competitor URLs, run code to parse pricin",complex,"[""websearch_search_web"", ""database_query_db"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""analytics_generate_report""]","[[""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""analytics_generate_report""]]","{""websearch_search_web"": 432, ""database_query_db"": 432, ""websearch_fetch_url"": 1002, ""code_run_code"": 1217, ""code_get_output"": 1267, ""vector_embed_query"": 1342, ""analytics_generate_report"": 1501}","{""websearch_search_web"": 1559.241533279419, ""database_query_db"": 1559.241533279419, ""websearch_fetch_url"": 6032.32741355896, ""code_run_code"": 3779.277801513672, ""code_get_output"": 782.6619148254395, ""vector_embed_query"": 954.4541835784912, ""analytics_generate_report"": 2274.6689319610596}",9005,9,True
103,"Coordinate a multi-stakeholder onboarding: read inbox for new hire start dates, create calendar even",complex,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""email_send_email""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""], [""websearch_search_web"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""email_send_email""]]","{""email_read_inbox"": 3722, ""websearch_search_web"": 1081, ""calendar_create_event"": 1356, ""email_send_email"": 1686}","{""email_read_inbox"": 3649.2440700531006, ""websearch_search_web"": 876.7523765563965, ""calendar_create_event"": 18852.1089553833, ""email_send_email"": 3477.0288467407227}",9781,10,True
104,"Coordinate a multi-stakeholder onboarding: read inbox for new hire start dates, create calendar even",complex,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""calendar_create_event"", ""email_send_email"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""calendar_create_event""], [""calendar_create_event"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""email_read_inbox"": 2700, ""websearch_search_web"": 3212, ""calendar_create_event"": 1172, ""email_send_email"": 293}","{""email_read_inbox"": 2805.7215213775635, ""websearch_search_web"": 2618.666887283325, ""calendar_create_event"": 20633.831024169922, ""email_send_email"": 5158.4577560424805}",9246,11,True
