task_id,task,complexity,tool_sequence,tool_transitions,tokens_per_tool,latency_per_tool,total_tokens,n_tool_calls,success
63,"Read inbox for customer feedback, embed feedback text for vector search, run sentiment analysis code",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web"", ""analytics_run_analysis"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""analytics_generate_report"", ""calendar_create_event""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""], [""websearch_search_web"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""analytics_generate_report""], [""analytics_generate_report"", ""calendar_create_event""]]","{""email_read_inbox"": 2643, ""websearch_search_web"": 999, ""analytics_run_analysis"": 1090, ""vector_embed_query"": 1245, ""analytics_generate_report"": 731, ""calendar_create_event"": 731}","{""email_read_inbox"": 3058.7549209594727, ""websearch_search_web"": 737.663745880127, ""analytics_run_analysis"": 1339.4012451171875, ""vector_embed_query"": 6323.713302612305, ""analytics_generate_report"": 1950.13427734375, ""calendar_create_event"": 1950.13427734375}",9239,10,True
64,"Search for security vulnerabilities, read current policy files, embed policy text, search vector ind",medium,"[""websearch_search_web"", ""filesystem_read_file"", ""vector_embed_query"", ""vector_search_index"", ""code_run_code"", ""filesystem_write_file""]","[[""websearch_search_web"", ""filesystem_read_file""], [""filesystem_read_file"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""code_run_code""], [""code_run_code"", ""filesystem_write_file""]]","{""websearch_search_web"": 430, ""filesystem_read_file"": 430, ""vector_embed_query"": 499, ""vector_search_index"": 499, ""code_run_code"": 1148, ""filesystem_write_file"": 1271}","{""websearch_search_web"": 1405.4951667785645, ""filesystem_read_file"": 1405.4951667785645, ""vector_embed_query"": 1421.2567806243896, ""vector_search_index"": 1421.2567806243896, ""code_run_code"": 4784.322500228882, ""filesystem_write_file"": 2302.5999069213867}",5738,6,True
65,"Read inbox for client requests, embed request text, search vector index for similar past projects, c",medium,"[""email_read_inbox"", ""vector_embed_query"", ""vector_search_index"", ""calendar_create_event"", ""calendar_create_event"", ""analytics_generate_report""]","[[""email_read_inbox"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""analytics_generate_report""]]","{""email_read_inbox"": 823, ""vector_embed_query"": 886, ""vector_search_index"": 948, ""calendar_create_event"": 1100, ""analytics_generate_report"": 1229}","{""email_read_inbox"": 854.0124893188477, ""vector_embed_query"": 786.8008613586426, ""vector_search_index"": 1016.746997833252, ""calendar_create_event"": 3852.8881072998047, ""analytics_generate_report"": 1299.3440628051758}",6430,6,True
66,"Read configuration files, run code to validate settings, search vector index for known issues, gener",medium,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""code_run_code"", ""vector_search_index"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""code_run_code""], [""code_run_code"", ""vector_search_index""], [""vector_search_index"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""filesystem_read_file"": 876, ""code_run_code"": 1069, ""vector_search_index"": 1131, ""analytics_generate_report"": 1247, ""email_send_email"": 689, ""calendar_create_event"": 689}","{""filesystem_read_file"": 4703.041791915894, ""code_run_code"": 2797.2238063812256, ""vector_search_index"": 916.356086730957, ""analytics_generate_report"": 1542.8814888000488, ""email_send_email"": 2025.557041168213, ""calendar_create_event"": 2025.557041168213}",7307,8,True
67,"Search the web for conference talks on vector search, fetch two talk summaries, embed them for the i",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""vector_embed_query"", ""vector_embed_query"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 824, ""websearch_fetch_url"": 918, ""vector_embed_query"": 1074, ""email_send_email"": 654, ""calendar_create_event"": 654}","{""websearch_search_web"": 984.7266674041748, ""websearch_fetch_url"": 2886.8370056152344, ""vector_embed_query"": 3778.4557342529297, ""email_send_email"": 3358.5212230682373, ""calendar_create_event"": 3358.5212230682373}",5601,7,True
68,"Read inbox for client requests, embed request text, search vector index for similar past projects, c",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""]]","{""email_read_inbox"": 18750}","{""email_read_inbox"": 13654.654741287231}",18750,15,True
69,"Read inbox for client requests, embed request text, search vector index for similar past projects, c",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""vector_embed_query"", ""vector_embed_query"", ""vector_search_index"", ""calendar_create_event"", ""analytics_generate_report""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""calendar_create_event""], [""calendar_create_event"", ""analytics_generate_report""]]","{""email_read_inbox"": 4725, ""vector_embed_query"": 1198, ""vector_search_index"": 1298, ""calendar_create_event"": 1387, ""analytics_generate_report"": 1469}","{""email_read_inbox"": 3889.8611068725586, ""vector_embed_query"": 3321.427822113037, ""vector_search_index"": 1017.5025463104248, ""calendar_create_event"": 1193.171739578247, ""analytics_generate_report"": 1144.747018814087}",11741,10,True
70,"Fetch API documentation from web, run code to test endpoints, generate technical report, email devel",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 814, ""websearch_fetch_url"": 904, ""code_run_code"": 1074, ""analytics_generate_report"": 1198, ""email_send_email"": 679, ""calendar_create_event"": 679}","{""websearch_search_web"": 703.2361030578613, ""websearch_fetch_url"": 2905.177593231201, ""code_run_code"": 1760.6725692749023, ""analytics_generate_report"": 1758.5134506225586, ""email_send_email"": 3364.473342895508, ""calendar_create_event"": 3364.473342895508}",6966,7,True
71,"Read inbox for client requests, embed request text, search vector index for similar past projects, c",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_search_index"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""analytics_generate_report""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""analytics_generate_report""]]","{""email_read_inbox"": 8292, ""vector_embed_query"": 1389, ""vector_search_index"": 1511, ""calendar_create_event"": 1713, ""analytics_generate_report"": 1888}","{""email_read_inbox"": 6771.056890487671, ""vector_embed_query"": 5745.187282562256, ""vector_search_index"": 880.6793689727783, ""calendar_create_event"": 7964.802503585815, ""analytics_generate_report"": 1289.947509765625}",16985,16,True
72,"Fetch competitor pricing data from the web, run code to compare pricing trends, generate a report, a",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""analytics_generate_report"", ""calendar_create_event"", ""email_send_email""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_generate_report""], [""analytics_generate_report"", ""calendar_create_event""], [""calendar_create_event"", ""email_send_email""]]","{""websearch_search_web"": 819, ""websearch_fetch_url"": 922, ""code_run_code"": 1238, ""code_get_output"": 1291, ""analytics_generate_report"": 1425, ""calendar_create_event"": 1509, ""email_send_email"": 1684}","{""websearch_search_web"": 887.523889541626, ""websearch_fetch_url"": 2630.293369293213, ""code_run_code"": 3471.57621383667, ""code_get_output"": 1012.2320652008057, ""analytics_generate_report"": 2158.602237701416, ""calendar_create_event"": 1188.6143684387207, ""email_send_email"": 2753.521203994751}",10771,8,True
73,"Fetch competitor pricing data from the web, run code to compare pricing trends, generate a report, a",medium,"[""websearch_search_web"", ""calendar_create_event"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email""]","[[""websearch_search_web"", ""calendar_create_event""], [""calendar_create_event"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""]]","{""websearch_search_web"": 445, ""calendar_create_event"": 445, ""analytics_run_analysis"": 1042, ""analytics_generate_report"": 1129, ""email_send_email"": 1282}","{""websearch_search_web"": 1995.5809116363525, ""calendar_create_event"": 1995.5809116363525, ""analytics_run_analysis"": 1694.2055225372314, ""analytics_generate_report"": 1205.3041458129883, ""email_send_email"": 2093.214273452759}",5856,5,True
74,"Research quantum computing frameworks online, run code to benchmark them, generate an analysis repor",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 822, ""websearch_fetch_url"": 1010, ""code_run_code"": 1308, ""code_get_output"": 1358, ""analytics_run_analysis"": 1461, ""analytics_generate_report"": 1556, ""email_send_email"": 878, ""calendar_create_event"": 878}","{""websearch_search_web"": 1045.4115867614746, ""websearch_fetch_url"": 12307.497262954712, ""code_run_code"": 2569.005012512207, ""code_get_output"": 862.1752262115479, ""analytics_run_analysis"": 1611.4616394042969, ""analytics_generate_report"": 1420.5653667449951, ""email_send_email"": 3210.9081745147705, ""calendar_create_event"": 3210.9081745147705}",11341,12,True
75,"Read a batch of log files, run code to parse error rates, generate a report, embed the report for fu",medium,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""code_run_code"", ""code_get_output"", ""analytics_generate_report"", ""vector_embed_query"", ""calendar_create_event""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_generate_report""], [""analytics_generate_report"", ""vector_embed_query""], [""vector_embed_query"", ""calendar_create_event""]]","{""filesystem_read_file"": 2646, ""code_run_code"": 1094, ""code_get_output"": 1144, ""analytics_generate_report"": 1225, ""vector_embed_query"": 1282, ""calendar_create_event"": 1366}","{""filesystem_read_file"": 8495.316743850708, ""code_run_code"": 2712.9483222961426, ""code_get_output"": 821.8057155609131, ""analytics_generate_report"": 1212.50581741333, ""vector_embed_query"": 967.8859710693359, ""calendar_create_event"": 1457.4635028839111}",10302,8,True
76,"Query the transactions database for entries older than 90 days, then insert a summary of the count i",medium,"[""database_query_db"", ""database_insert_record""]","[[""database_query_db"", ""database_insert_record""]]","{""database_query_db"": 838, ""database_insert_record"": 892}","{""database_query_db"": 1395.174503326416, ""database_insert_record"": 844.468355178833}",2680,2,True
77,"Read a batch of log files, run code to parse error rates, generate a report, embed the report for fu",medium,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""code_run_code"", ""code_get_output"", ""analytics_generate_report"", ""vector_embed_query"", ""calendar_create_event""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_generate_report""], [""analytics_generate_report"", ""vector_embed_query""], [""vector_embed_query"", ""calendar_create_event""]]","{""filesystem_read_file"": 2637, ""code_run_code"": 1090, ""code_get_output"": 1141, ""analytics_generate_report"": 1212, ""vector_embed_query"": 1269, ""calendar_create_event"": 1356}","{""filesystem_read_file"": 2659.11865234375, ""code_run_code"": 2184.365749359131, ""code_get_output"": 970.4258441925049, ""analytics_generate_report"": 855.2281856536865, ""vector_embed_query"": 869.4508075714111, ""calendar_create_event"": 1153.630018234253}",10280,8,True
78,"Search the web for conference talks on vector search, fetch two talk summaries, embed them for the i",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""vector_embed_query"", ""vector_embed_query"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 824, ""websearch_fetch_url"": 918, ""vector_embed_query"": 1074, ""email_send_email"": 1268, ""calendar_create_event"": 1354}","{""websearch_search_web"": 812.3657703399658, ""websearch_fetch_url"": 2445.533275604248, ""vector_embed_query"": 4626.872539520264, ""email_send_email"": 1846.7106819152832, ""calendar_create_event"": 1047.2145080566406}",6919,7,True
79,"Search for security vulnerabilities, read current policy files, embed policy text, search vector ind",medium,"[""websearch_search_web"", ""filesystem_read_file"", ""vector_embed_query"", ""vector_search_index"", ""code_run_code"", ""code_get_output"", ""filesystem_write_file""]","[[""websearch_search_web"", ""filesystem_read_file""], [""filesystem_read_file"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""filesystem_write_file""]]","{""websearch_search_web"": 294, ""filesystem_read_file"": 294, ""vector_embed_query"": 294, ""vector_search_index"": 563, ""code_run_code"": 563, ""code_get_output"": 1215, ""filesystem_write_file"": 1464}","{""websearch_search_web"": 1484.6606254577637, ""filesystem_read_file"": 1484.6606254577637, ""vector_embed_query"": 1484.6606254577637, ""vector_search_index"": 6707.148313522339, ""code_run_code"": 6707.148313522339, ""code_get_output"": 742.9778575897217, ""filesystem_write_file"": 4231.089115142822}",6338,7,True
80,"Fetch API documentation from web, run code to test endpoints, generate technical report, email devel",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 814, ""websearch_fetch_url"": 924, ""code_run_code"": 1143, ""code_get_output"": 1193, ""analytics_generate_report"": 1273, ""email_send_email"": 715, ""calendar_create_event"": 715}","{""websearch_search_web"": 764.5814418792725, ""websearch_fetch_url"": 5157.8686237335205, ""code_run_code"": 2515.8302783966064, ""code_get_output"": 759.1722011566162, ""analytics_generate_report"": 1156.0633182525635, ""email_send_email"": 2012.2833251953125, ""calendar_create_event"": 2012.2833251953125}",8417,9,True
81,"Read inbox for client requests, embed request text, search vector index for similar past projects, c",medium,"[""email_read_inbox"", ""vector_embed_query"", ""vector_search_index"", ""calendar_create_event"", ""analytics_generate_report""]","[[""email_read_inbox"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""calendar_create_event""], [""calendar_create_event"", ""analytics_generate_report""]]","{""email_read_inbox"": 823, ""vector_embed_query"": 891, ""vector_search_index"": 955, ""calendar_create_event"": 562, ""analytics_generate_report"": 562}","{""email_read_inbox"": 1358.025074005127, ""vector_embed_query"": 1007.1260929107666, ""vector_search_index"": 1219.1193103790283, ""calendar_create_event"": 2490.6790256500244, ""analytics_generate_report"": 2490.6790256500244}",5180,5,True
82,"Read a batch of log files, run code to parse error rates, generate a report, embed the report for fu",medium,"[""filesystem_read_file"", ""filesystem_read_file"", ""code_run_code"", ""code_get_output"", ""analytics_generate_report"", ""vector_embed_query"", ""calendar_create_event""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_generate_report""], [""analytics_generate_report"", ""vector_embed_query""], [""vector_embed_query"", ""calendar_create_event""]]","{""filesystem_read_file"": 1705, ""code_run_code"": 1081, ""code_get_output"": 1131, ""analytics_generate_report"": 1213, ""vector_embed_query"": 1270, ""calendar_create_event"": 1357}","{""filesystem_read_file"": 1893.2511806488037, ""code_run_code"": 2986.9699478149414, ""code_get_output"": 821.1138248443604, ""analytics_generate_report"": 1274.2350101470947, ""vector_embed_query"": 934.6261024475098, ""calendar_create_event"": 1067.589282989502}",9303,7,True
83,"Read inbox for client requests, embed request text, search vector index for similar past projects, c",medium,"[""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web"", ""vector_embed_query"", ""vector_search_index"", ""calendar_create_event"", ""analytics_generate_report""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""], [""websearch_search_web"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""calendar_create_event""], [""calendar_create_event"", ""analytics_generate_report""]]","{""email_read_inbox"": 1707, ""websearch_search_web"": 489, ""vector_embed_query"": 489, ""vector_search_index"": 1068, ""calendar_create_event"": 613, ""analytics_generate_report"": 613}","{""email_read_inbox"": 1818.5029029846191, ""websearch_search_web"": 1541.6052341461182, ""vector_embed_query"": 1541.6052341461182, ""vector_search_index"": 926.0635375976562, ""calendar_create_event"": 2072.69549369812, ""analytics_generate_report"": 2072.69549369812}",6523,7,True
84,"Search for ML best practices, fetch paper URLs, run code to extract key metrics, embed findings for ",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""analytics_run_analysis"", ""analytics_generate_report"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""calendar_create_event""]]","{""websearch_search_web"": 822, ""websearch_fetch_url"": 1074, ""code_run_code"": 1512, ""analytics_run_analysis"": 1577, ""analytics_generate_report"": 1665, ""calendar_create_event"": 1744}","{""websearch_search_web"": 854.3477058410645, ""websearch_fetch_url"": 21586.54546737671, ""code_run_code"": 4321.167469024658, ""analytics_run_analysis"": 2049.4935512542725, ""analytics_generate_report"": 1190.7055377960205, ""calendar_create_event"": 1502.1874904632568}",10349,11,True
85,"Fetch competitor pricing data from the web, run code to compare pricing trends, generate a report, a",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 816, ""websearch_fetch_url"": 874, ""code_run_code"": 1000, ""code_get_output"": 1050, ""analytics_generate_report"": 1157, ""email_send_email"": 668, ""calendar_create_event"": 668}","{""websearch_search_web"": 750.2796649932861, ""websearch_fetch_url"": 983.8986396789551, ""code_run_code"": 1998.591423034668, ""code_get_output"": 822.4878311157227, ""analytics_generate_report"": 1664.8497581481934, ""email_send_email"": 2368.6389923095703, ""calendar_create_event"": 2368.6389923095703}",7803,7,True
86,"Fetch competitor pricing data from the web, run code to compare pricing trends, generate a report, a",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""analytics_generate_report"", ""calendar_create_event"", ""email_send_email""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_generate_report""], [""analytics_generate_report"", ""calendar_create_event""], [""calendar_create_event"", ""email_send_email""]]","{""websearch_search_web"": 816, ""websearch_fetch_url"": 939, ""code_run_code"": 1211, ""code_get_output"": 1263, ""analytics_generate_report"": 1345, ""calendar_create_event"": 1428, ""email_send_email"": 1598}","{""websearch_search_web"": 842.8783416748047, ""websearch_fetch_url"": 4806.065082550049, ""code_run_code"": 3936.952590942383, ""code_get_output"": 921.4611053466797, ""analytics_generate_report"": 1186.2926483154297, ""calendar_create_event"": 1108.964443206787, ""email_send_email"": 2352.4913787841797}",10357,9,True
87,"Search for security vulnerabilities, read current policy files, embed policy text, search vector ind",medium,"[""websearch_search_web"", ""filesystem_read_file"", ""vector_embed_query"", ""vector_search_index"", ""code_run_code"", ""analytics_generate_report"", ""filesystem_write_file""]","[[""websearch_search_web"", ""filesystem_read_file""], [""filesystem_read_file"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""code_run_code""], [""code_run_code"", ""analytics_generate_report""], [""analytics_generate_report"", ""filesystem_write_file""]]","{""websearch_search_web"": 293, ""filesystem_read_file"": 293, ""vector_embed_query"": 293, ""vector_search_index"": 525, ""code_run_code"": 525, ""analytics_generate_report"": 1148, ""filesystem_write_file"": 1232}","{""websearch_search_web"": 1491.8899536132812, ""filesystem_read_file"": 1491.8899536132812, ""vector_embed_query"": 1491.8899536132812, ""vector_search_index"": 2026.7088413238525, ""code_run_code"": 2026.7088413238525, ""analytics_generate_report"": 824.4173526763916, ""filesystem_write_file"": 1197.4108219146729}",5744,7,True
88,"Fetch API documentation from web, run code to test endpoints, generate technical report, email devel",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 814, ""websearch_fetch_url"": 902, ""code_run_code"": 1102, ""code_get_output"": 1152, ""analytics_generate_report"": 1232, ""email_send_email"": 686, ""calendar_create_event"": 686}","{""websearch_search_web"": 1974.0667343139648, ""websearch_fetch_url"": 2269.914150238037, ""code_run_code"": 2231.2862873077393, ""code_get_output"": 834.0485095977783, ""analytics_generate_report"": 1576.655387878418, ""email_send_email"": 1810.8978271484375, ""calendar_create_event"": 1810.8978271484375}",8225,8,True
89,"Research quantum computing frameworks online, run code to benchmark them, generate an analysis repor",medium,"[""websearch_search_web"", ""code_run_code"", ""code_get_output"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 825, ""code_run_code"": 1039, ""code_get_output"": 1089, ""analytics_run_analysis"": 1191, ""analytics_generate_report"": 1284, ""email_send_email"": 748, ""calendar_create_event"": 748}","{""websearch_search_web"": 1109.8735332489014, ""code_run_code"": 2930.7198524475098, ""code_get_output"": 737.1726036071777, ""analytics_run_analysis"": 1377.0904541015625, ""analytics_generate_report"": 1307.490348815918, ""email_send_email"": 3090.564727783203, ""calendar_create_event"": 3090.564727783203}",8636,7,True
90,"Search for security vulnerabilities, read current policy files, embed policy text, search vector ind",medium,"[""websearch_search_web"", ""filesystem_read_file"", ""vector_embed_query"", ""vector_search_index"", ""code_run_code"", ""analytics_generate_report"", ""filesystem_write_file""]","[[""websearch_search_web"", ""filesystem_read_file""], [""filesystem_read_file"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""code_run_code""], [""code_run_code"", ""analytics_generate_report""], [""analytics_generate_report"", ""filesystem_write_file""]]","{""websearch_search_web"": 293, ""filesystem_read_file"": 293, ""vector_embed_query"": 293, ""vector_search_index"": 544, ""code_run_code"": 544, ""analytics_generate_report"": 1183, ""filesystem_write_file"": 1373}","{""websearch_search_web"": 1777.8234481811523, ""filesystem_read_file"": 1777.8234481811523, ""vector_embed_query"": 1777.8234481811523, ""vector_search_index"": 2280.8310985565186, ""code_run_code"": 2280.8310985565186, ""analytics_generate_report"": 761.1591815948486, ""filesystem_write_file"": 2713.2973670959473}",6111,7,True
